Generation,Group,YearEBV,EBVi,EBVh
24,import,40,-0.230117629452386,0.962150482610889
25,home,40,-1.67192765029298,2.28963673129144
25,import,40,0.00748848342387871,0.97775597654243
26,home,40,-1.59433514315459,2.53549755776267
26,import,40,0.23958681182077,1.03874360514602
27,home,40,-1.52314186267404,2.80979831084802
27,import,40,0.477153827660111,1.13852347066674
28,home,40,-1.43978346988868,2.97052108964853
28,import,40,0.681737653652127,1.10812037394615
29,home,40,-1.41293295751865,3.01009142941566
29,import,40,0.903540840139086,1.02014984858725
30,home,40,-1.43625920296854,3.31949922707882
30,import,40,1.12160928143886,1.03482282051305
31,home,40,-1.42164284749816,3.22473150383363
31,import,40,1.26221643717103,1.02090675402887
32,home,40,-1.37180239062028,3.61415805733207
32,import,40,1.42551331827528,1.09857286712203
33,home,40,-1.3911955234202,3.73054815985402
33,import,40,1.58707592344746,0.960560915387201
34,home,40,-1.35067018128733,3.83629757359037
34,import,40,1.78861132191022,1.05105565427775
35,home,40,-1.34343889076754,4.15492317093782
35,import,40,1.88764546496851,1.05463127324727
36,home,40,-1.32274120510201,4.38853370277172
36,import,40,1.96615772597871,1.08082937001054
37,home,40,-1.32409823706519,4.58795947172249
37,import,40,2.06237129972578,1.07816328245745
38,home,40,-1.32593374878572,4.65531998951703
38,import,40,2.11129271762383,1.0334337087763
39,home,40,-0.00577727906916461,0.0858317349499234
39,import,40,0.068997735069942,0.122331756758785
40,home,40,-0.00824287446658172,-0.130245032220549
40,import,40,-0.00786296839481901,-0.129470276930727
