"VREDNOST_12_PV","DRZ_ORIG_ZIVAL","STEV_ORIG_ZIVAL","PASMA","DAT_ROJSTVO"
124,"DE","0948484497",2,21-06-2013
111.3,"DE","0936364798",2,19-01-2002
104.3,"DE","0936364798",2,19-01-2002
99.7,"DE","0936364798",2,19-01-2002
99.9,"DE","0936364798",2,19-01-2002
103.9,"DE","0936364798",2,19-01-2002
101.9,"DE","0936364798",2,19-01-2002
110.3,"DE","0936364798",2,19-01-2002
121.5,"US","3013129308",3,01-10-2013
109.8,"US","3013129308",3,01-10-2013
130.2,"US","3013129308",3,01-10-2013
119.2,"US","3013129308",3,01-10-2013
123.5,"US","3013129308",3,01-10-2013
116.1,"US","3013129308",3,01-10-2013
119.7,"US","3013129308",3,01-10-2013
137.2,"US","3013129308",3,01-10-2013
94.4,"US","3013129308",3,01-10-2013
130.5,"US","3013129308",3,01-10-2013
91.8,"US","3013129308",3,01-10-2013
118.3,"US","3013129308",3,01-10-2013
125.7,"US","3013129308",3,01-10-2013
120,"US","3013129308",3,01-10-2013
90.7,"US","3013129308",3,01-10-2013
130.4,"US","3013129308",3,01-10-2013
133.7,"US","3013129308",3,01-10-2013
74.7,"US","3013129308",3,01-10-2013
89.5,"US","3013129308",3,01-10-2013
138.2,"US","3013129308",3,01-10-2013
130.5,"US","3013129308",3,01-10-2013
138,"US","3013129308",3,01-10-2013
119.7,"US","3013129308",3,01-10-2013
111,"US","3013129308",3,01-10-2013
76.9,"US","3013129308",3,01-10-2013
143.8,"US","3013129308",3,01-10-2013
129.2,"US","3013129308",3,01-10-2013
116,"US","3013129308",3,01-10-2013
111.8,"US","3013129308",3,01-10-2013
112.2,"AT","404118118",2,22-09-2010
107.4,"AT","404118118",2,22-09-2010
120.8,"AT","404118118",2,22-09-2010
105.9,"AT","404118118",2,22-09-2010
113.1,"AT","404118118",2,22-09-2010
116.7,"AT","404118118",2,22-09-2010
99,"AT","404118118",2,22-09-2010
114.9,"AT","282484272",2,05-05-2003
108.3,"AT","282484272",2,05-05-2003
107.2,"AT","282484272",2,05-05-2003
112.3,"AT","282484272",2,05-05-2003
103.2,"AT","282484272",2,05-05-2003
106.7,"AT","282484272",2,05-05-2003
101.4,"AT","282484272",2,05-05-2003
127.5,"AT","489308118",2,27-07-2010
125.1,"AT","489308118",2,27-07-2010
125.3,"AT","489308118",2,27-07-2010
110.8,"AT","489308118",2,27-07-2010
127.1,"AT","489308118",2,27-07-2010
120.9,"AT","489308118",2,27-07-2010
84.6,"AT","489308118",2,27-07-2010
90.2,"DE","0666439361",2,27-05-2013
128.1,"DE","0666439361",2,27-05-2013
117.7,"DE","0666439361",2,27-05-2013
122.6,"DE","0666439361",2,27-05-2013
126.8,"DE","0666439361",2,27-05-2013
127,"DE","0666439361",2,27-05-2013
128.5,"US","69169951",3,01-01-1950
99.9,"US","69169951",3,01-01-1950
102.6,"US","69169951",3,01-01-1950
111.9,"US","69169951",3,01-01-1950
131.3,"US","69169951",3,01-01-1950
125.8,"US","69169951",3,01-01-1950
116.8,"US","69169951",3,01-01-1950
117.7,"US","69169951",3,01-01-1950
102.8,"US","69169951",3,01-01-1950
136.9,"US","69169951",3,01-01-1950
139.4,"US","69169951",3,01-01-1950
113.3,"US","69169951",3,01-01-1950
116.3,"US","69169951",3,01-01-1950
128.1,"US","69169951",3,01-01-1950
118.8,"US","69169951",3,01-01-1950
114.4,"US","69169951",3,01-01-1950
111.3,"US","69169951",3,01-01-1950
92.5,"US","69169951",3,01-01-1950
124.1,"US","69169951",3,01-01-1950
121.3,"US","69169951",3,01-01-1950
112.2,"US","69169951",3,01-01-1950
125.8,"US","69169951",3,01-01-1950
136.4,"US","69169951",3,01-01-1950
125,"US","69169951",3,01-01-1950
128.3,"US","69169951",3,01-01-1950
123.4,"US","69169951",3,01-01-1950
133.5,"US","69169951",3,01-01-1950
76.6,"US","69169951",3,01-01-1950
123.7,"US","69169951",3,01-01-1950
112.9,"US","62067753",3,29-11-2004
87.4,"US","62067753",3,29-11-2004
133.5,"US","62067753",3,29-11-2004
138.3,"US","62067753",3,29-11-2004
145.7,"US","62067753",3,29-11-2004
121.7,"US","62067753",3,29-11-2004
120.1,"US","62067753",3,29-11-2004
99.3,"US","62067753",3,29-11-2004
120.9,"US","62067753",3,29-11-2004
101.1,"US","62067753",3,29-11-2004
128,"US","62067753",3,29-11-2004
114.7,"US","62067753",3,29-11-2004
132.8,"US","62067753",3,29-11-2004
131.2,"US","62067753",3,29-11-2004
109.1,"US","62067753",3,29-11-2004
121.7,"US","62067753",3,29-11-2004
136.4,"US","62067753",3,29-11-2004
86.2,"US","62067753",3,29-11-2004
143.2,"US","62067753",3,29-11-2004
125,"US","62067753",3,29-11-2004
65.3,"US","62067753",3,29-11-2004
117.7,"US","62067753",3,29-11-2004
127.3,"US","62067753",3,29-11-2004
117.7,"US","62067753",3,29-11-2004
96.2,"US","62067753",3,29-11-2004
112.7,"US","62067753",3,29-11-2004
143,"US","62067753",3,29-11-2004
127.7,"US","62067753",3,29-11-2004
75.5,"US","62067753",3,29-11-2004
120.2,"DE","0344825401",3,03-07-1999
107.5,"DE","0344825401",3,03-07-1999
115.3,"DE","0344825401",3,03-07-1999
106.7,"DE","0344825401",3,03-07-1999
119.1,"DE","0344825401",3,03-07-1999
119.3,"DE","0344825401",3,03-07-1999
127.4,"DE","0344825401",3,03-07-1999
124.7,"DE","0344825401",3,03-07-1999
81.6,"DE","0344825401",3,03-07-1999
112.6,"DE","0344825401",3,03-07-1999
92.1,"DE","0344825401",3,03-07-1999
113,"DE","0344825401",3,03-07-1999
118.9,"DE","0344825401",3,03-07-1999
120.6,"DE","0344825401",3,03-07-1999
122.7,"DE","0344825401",3,03-07-1999
102.7,"DE","0344825401",3,03-07-1999
117.2,"DE","0344825401",3,03-07-1999
114.6,"DE","0344825401",3,03-07-1999
102.8,"DE","0344825401",3,03-07-1999
120.7,"DE","0344825401",3,03-07-1999
129.9,"DE","0344825401",3,03-07-1999
110.6,"DE","0344825401",3,03-07-1999
104.6,"DE","0344825401",3,03-07-1999
140.5,"DE","0344825401",3,03-07-1999
126.1,"DE","0344825401",3,03-07-1999
116,"DE","0344825401",3,03-07-1999
118.8,"DE","0344825401",3,03-07-1999
119.6,"DE","0344825401",3,03-07-1999
118.7,"DE","0344825401",3,03-07-1999
115.4,"DE","0942685781",2,22-06-2008
108.5,"DE","0942685781",2,22-06-2008
115.4,"DE","0942685781",2,22-06-2008
115.4,"DE","0942685781",2,22-06-2008
109.9,"DE","0942685781",2,22-06-2008
116.6,"DE","0942685781",2,22-06-2008
95.5,"DE","0942685781",2,22-06-2008
130.5,"DE","0353538153",3,10-09-2010
88.3,"DE","0353538153",3,10-09-2010
62.2,"DE","0353538153",3,10-09-2010
98.5,"DE","0353538153",3,10-09-2010
121.3,"DE","0353538153",3,10-09-2010
94.1,"DE","0353538153",3,10-09-2010
102.5,"DE","0353538153",3,10-09-2010
115.9,"DE","0353538153",3,10-09-2010
113.6,"DE","0353538153",3,10-09-2010
72.1,"DE","0353538153",3,10-09-2010
119.7,"DE","0353538153",3,10-09-2010
121.5,"DE","0353538153",3,10-09-2010
136.1,"DE","0353538153",3,10-09-2010
87.3,"DE","0353538153",3,10-09-2010
115.7,"DE","0353538153",3,10-09-2010
122.4,"DE","0353538153",3,10-09-2010
130,"DE","0353538153",3,10-09-2010
108.2,"DE","0353538153",3,10-09-2010
97.3,"DE","0353538153",3,10-09-2010
110.2,"DE","0353538153",3,10-09-2010
114.5,"DE","0353538153",3,10-09-2010
133.8,"DE","0353538153",3,10-09-2010
103.1,"DE","0353538153",3,10-09-2010
103.9,"DE","0353538153",3,10-09-2010
123.3,"DE","0353538153",3,10-09-2010
125.3,"DE","0353538153",3,10-09-2010
97.8,"DE","0353538153",3,10-09-2010
128.4,"DE","0353538153",3,10-09-2010
117.4,"DE","0353538153",3,10-09-2010
123.1,"US","135774702",3,07-09-2004
123.9,"US","135774702",3,07-09-2004
133.1,"US","135774702",3,07-09-2004
124,"US","135774702",3,07-09-2004
84.8,"US","135774702",3,07-09-2004
87.2,"US","135774702",3,07-09-2004
106.5,"US","135774702",3,07-09-2004
109.9,"US","135774702",3,07-09-2004
117.5,"US","135774702",3,07-09-2004
97.5,"US","135774702",3,07-09-2004
123.4,"US","135774702",3,07-09-2004
81.8,"US","135774702",3,07-09-2004
119.3,"US","135774702",3,07-09-2004
109.8,"US","135774702",3,07-09-2004
127.6,"US","135774702",3,07-09-2004
113.8,"US","135774702",3,07-09-2004
110.4,"US","135774702",3,07-09-2004
113.3,"US","135774702",3,07-09-2004
134.1,"US","135774702",3,07-09-2004
107.7,"US","135774702",3,07-09-2004
136.9,"US","135774702",3,07-09-2004
84.3,"US","135774702",3,07-09-2004
127.2,"US","135774702",3,07-09-2004
125.9,"US","135774702",3,07-09-2004
136.1,"US","135774702",3,07-09-2004
111.6,"US","135774702",3,07-09-2004
129.8,"US","135774702",3,07-09-2004
115.6,"US","135774702",3,07-09-2004
122,"US","135774702",3,07-09-2004
74.1,"NL","886454331",3,17-09-2010
117.1,"NL","886454331",3,17-09-2010
131.2,"NL","886454331",3,17-09-2010
118.5,"NL","886454331",3,17-09-2010
111.9,"NL","886454331",3,17-09-2010
79.9,"NL","886454331",3,17-09-2010
107.4,"NL","886454331",3,17-09-2010
105.3,"NL","886454331",3,17-09-2010
103.6,"NL","886454331",3,17-09-2010
77.6,"NL","886454331",3,17-09-2010
149,"NL","886454331",3,17-09-2010
108.6,"NL","886454331",3,17-09-2010
110.1,"NL","886454331",3,17-09-2010
94.6,"NL","886454331",3,17-09-2010
133.5,"NL","886454331",3,17-09-2010
139.6,"NL","886454331",3,17-09-2010
159.2,"NL","886454331",3,17-09-2010
108.8,"NL","886454331",3,17-09-2010
71.4,"NL","886454331",3,17-09-2010
145.6,"NL","886454331",3,17-09-2010
95,"NL","886454331",3,17-09-2010
125.1,"NL","886454331",3,17-09-2010
109.3,"NL","886454331",3,17-09-2010
99.5,"NL","886454331",3,17-09-2010
136.4,"NL","886454331",3,17-09-2010
123.8,"NL","886454331",3,17-09-2010
81.9,"NL","886454331",3,17-09-2010
119.1,"NL","886454331",3,17-09-2010
112.3,"NL","886454331",3,17-09-2010
121.5,"DK","03372306253",3,24-12-2013
79,"DK","03372306253",3,24-12-2013
127.7,"DK","03372306253",3,24-12-2013
120,"DK","03372306253",3,24-12-2013
97.7,"DK","03372306253",3,24-12-2013
109.4,"DK","03372306253",3,24-12-2013
103.6,"DK","03372306253",3,24-12-2013
118.3,"DK","03372306253",3,24-12-2013
133.7,"DK","03372306253",3,24-12-2013
118.1,"DK","03372306253",3,24-12-2013
110.9,"DK","03372306253",3,24-12-2013
122.7,"DK","03372306253",3,24-12-2013
124.5,"DK","03372306253",3,24-12-2013
120.8,"DK","03372306253",3,24-12-2013
121.5,"DE","0947698886",2,06-02-2013
114.2,"DE","0947698886",2,06-02-2013
122.6,"DE","0947698886",2,06-02-2013
115.7,"DE","0947698886",2,06-02-2013
103,"DE","0910179749",1,22-01-1990
101.1,"DE","0910179749",1,22-01-1990
88.6,"DE","0910179749",1,22-01-1990
104.9,"DE","0910179749",1,22-01-1990
104.3,"DE","0910179749",1,22-01-1990
76.9,"DE","0910179749",1,22-01-1990
98.8,"DE","0910179749",1,22-01-1990
104.8,"DE","0910179749",1,22-01-1990
95.9,"DE","0910179749",1,22-01-1990
115.7,"DE","0910179749",1,22-01-1990
111,"DE","0910179749",1,22-01-1990
86.3,"DE","0910179749",1,22-01-1990
116.1,"DE","0910179749",1,22-01-1990
97.2,"DE","0910179749",1,22-01-1990
101.1,"DE","0910179749",1,22-01-1990
71.9,"DE","0910179749",1,22-01-1990
157.7,"DE","0910179749",1,22-01-1990
112.9,"DE","0910179749",1,22-01-1990
98.4,"DE","0910179749",1,22-01-1990
82.8,"DE","0910179749",1,22-01-1990
99.2,"DE","0910179749",1,22-01-1990
100.6,"DE","0910179749",1,22-01-1990
89.7,"DE","0910179749",1,22-01-1990
102.2,"DE","0910179749",1,22-01-1990
98.8,"DE","0910179749",1,22-01-1990
95.3,"DE","0910179749",1,22-01-1990
102,"DE","0910179749",1,22-01-1990
130.4,"DE","0910179749",1,22-01-1990
113.4,"DE","0910179749",1,22-01-1990
121.8,"DE","0910179749",1,22-01-1990
108.5,"DE","0910179749",1,22-01-1990
105.3,"FR","4926338710",4,04-08-2007
124.9,"FR","4926338710",4,04-08-2007
126,"FR","4926338710",4,04-08-2007
125.6,"FR","4926338710",4,04-08-2007
119.7,"FR","4926338710",4,04-08-2007
120.8,"FR","4926338710",4,04-08-2007
120.4,"FR","4926338710",4,04-08-2007
113.2,"FR","4926338710",4,04-08-2007
119.8,"FR","3912431081",4,22-05-2013
116.7,"FR","3912431081",4,22-05-2013
111.2,"FR","3912431081",4,22-05-2013
101.4,"FR","3912431081",4,22-05-2013
96.9,"FR","3912431081",4,22-05-2013
111.6,"FR","3912431081",4,22-05-2013
121.9,"FR","3912431081",4,22-05-2013
122,"FR","3912921214",4,20-03-2011
124.3,"FR","3912921214",4,20-03-2011
123.4,"FR","3912921214",4,20-03-2011
90.1,"FR","3912921214",4,20-03-2011
114.5,"FR","3912921214",4,20-03-2011
112.8,"FR","3912921214",4,20-03-2011
103.7,"FR","3912921214",4,20-03-2011
89.2,"FR","3912921214",4,20-03-2011
124.6,"FR","3922541971",4,26-11-2004
100.4,"FR","3922541971",4,26-11-2004
122.9,"FR","3922541971",4,26-11-2004
126,"FR","3922541971",4,26-11-2004
117.8,"FR","3922541971",4,26-11-2004
126.3,"FR","3922541971",4,26-11-2004
103.6,"FR","3922541971",4,26-11-2004
115.1,"FR","3922541971",4,26-11-2004
112.6,"AT","553777534",2,22-04-2000
111.5,"AT","553777534",2,22-04-2000
98.1,"AT","553777534",2,22-04-2000
113.4,"AT","553777534",2,22-04-2000
113,"AT","553777534",2,22-04-2000
106,"AT","553777534",2,22-04-2000
94.6,"AT","553777534",2,22-04-2000
118.9,"AT","535259547",2,04-10-2002
113.6,"AT","535259547",2,04-10-2002
117.4,"AT","535259547",2,04-10-2002
114.5,"AT","535259547",2,04-10-2002
118,"AT","535259547",2,04-10-2002
121.4,"AT","535259547",2,04-10-2002
100.8,"AT","535259547",2,04-10-2002
114.6,"AT","834390309",2,13-10-2006
121.8,"AT","834390309",2,13-10-2006
114.4,"AT","834390309",2,13-10-2006
101.3,"AT","834390309",2,13-10-2006
123.6,"AT","834390309",2,13-10-2006
123.7,"AT","834390309",2,13-10-2006
120.8,"AT","834390309",2,13-10-2006
96.5,"AT","834390309",2,13-10-2006
119.1,"DE","0939530348",2,12-06-2005
119.1,"DE","0939530348",2,12-06-2005
98.8,"DE","0939530348",2,12-06-2005
114.5,"DE","0939530348",2,12-06-2005
118.9,"DE","0939530348",2,12-06-2005
116.1,"DE","0939530348",2,12-06-2005
117.2,"DE","0939530348",2,12-06-2005
110.9,"DE","0932625810",2,14-08-1998
108,"DE","0932625810",2,14-08-1998
110,"DE","0932625810",2,14-08-1998
110,"DE","0932625810",2,14-08-1998
110,"DE","0932625810",2,14-08-1998
105.2,"DE","0932625810",2,14-08-1998
102.9,"DE","0932625810",2,14-08-1998
130.1,"FR","3802390130",4,26-11-2002
120.9,"FR","3802390130",4,26-11-2002
128.6,"FR","3802390130",4,26-11-2002
93.9,"FR","3802390130",4,26-11-2002
128.9,"FR","3802390130",4,26-11-2002
122.2,"FR","3802390130",4,26-11-2002
103.1,"FR","3802390130",4,26-11-2002
103,"FR","3802390130",4,26-11-2002
117.4,"SI","74568071",3,12-02-2015
84.9,"SI","74568071",3,12-02-2015
132.2,"SI","74568071",3,12-02-2015
118.3,"SI","74568071",3,12-02-2015
93.7,"SI","74568071",3,12-02-2015
90.4,"SI","74568071",3,12-02-2015
139.5,"SI","74568071",3,12-02-2015
128.6,"SI","74568071",3,12-02-2015
108.9,"SI","74568071",3,12-02-2015
106.8,"SI","74568071",3,12-02-2015
139.5,"SI","74568071",3,12-02-2015
135.5,"SI","74568071",3,12-02-2015
92.9,"SI","74568071",3,12-02-2015
81.5,"SI","74568071",3,12-02-2015
106.2,"SI","74568071",3,12-02-2015
117.5,"SI","74568071",3,12-02-2015
115.2,"SI","74568071",3,12-02-2015
147.2,"SI","74568071",3,12-02-2015
149.1,"SI","74568071",3,12-02-2015
98.8,"SI","74568071",3,12-02-2015
111.8,"SI","74568071",3,12-02-2015
125.5,"SI","74568071",3,12-02-2015
93.9,"SI","74568071",3,12-02-2015
97.6,"SI","74568071",3,12-02-2015
146.9,"SI","74568071",3,12-02-2015
136.1,"SI","74568071",3,12-02-2015
132,"SI","74568071",3,12-02-2015
94.2,"SI","74568071",3,12-02-2015
100.9,"SI","74568071",3,12-02-2015
109,"AT","728245209",2,06-05-2006
108.9,"AT","728245209",2,06-05-2006
104.1,"AT","728245209",2,06-05-2006
108.3,"AT","728245209",2,06-05-2006
110.3,"AT","728245209",2,06-05-2006
108.7,"AT","728245209",2,06-05-2006
105.4,"AT","728245209",2,06-05-2006
111.2,"DE","0937804058",2,27-12-2003
110.2,"DE","0937804058",2,27-12-2003
111.1,"DE","0937804058",2,27-12-2003
107,"DE","0937804058",2,27-12-2003
105.7,"DE","0937804058",2,27-12-2003
110.5,"DE","0937804058",2,27-12-2003
102.2,"DE","0937804058",2,27-12-2003
124,"DE","0948470307",2,12-04-2013
129.8,"DE","0948470307",2,12-04-2013
130.9,"DE","0948470307",2,12-04-2013
107.8,"DE","0948470307",2,12-04-2013
135.1,"DE","0948470307",2,12-04-2013
129.1,"DE","0948470307",2,12-04-2013
129.3,"FR","3803078751",4,29-11-2007
121.5,"FR","3803078751",4,29-11-2007
108.5,"FR","3803078751",4,29-11-2007
103.6,"FR","3803078751",4,29-11-2007
121.9,"FR","3803078751",4,29-11-2007
131.1,"FR","3803078751",4,29-11-2007
125.1,"FR","3803078751",4,29-11-2007
105.4,"FR","3803078751",4,29-11-2007
109.8,"AT","229551272",2,08-02-2003
109.2,"AT","229551272",2,08-02-2003
98.6,"AT","229551272",2,08-02-2003
112.1,"AT","229551272",2,08-02-2003
107.2,"AT","229551272",2,08-02-2003
103.1,"AT","229551272",2,08-02-2003
95.8,"AT","229551272",2,08-02-2003
100.7,"AT","641641742",2,18-02-2000
100.6,"AT","641641742",2,18-02-2000
106.8,"AT","641641742",2,18-02-2000
105.7,"AT","641641742",2,18-02-2000
102.8,"AT","641641742",2,18-02-2000
107.7,"AT","641641742",2,18-02-2000
102.3,"AT","641641742",2,18-02-2000
104.1,"DE","0942210092",2,19-09-2007
113.5,"DE","0942210092",2,19-09-2007
113,"DE","0942210092",2,19-09-2007
107.2,"DE","0942210092",2,19-09-2007
105.8,"DE","0942210092",2,19-09-2007
103.1,"DE","0942210092",2,19-09-2007
104.4,"DE","0942210092",2,19-09-2007
125.9,"DE","0939951022",2,21-06-2005
101,"DE","0939951022",2,21-06-2005
125.8,"DE","0939951022",2,21-06-2005
122.2,"DE","0939951022",2,21-06-2005
123.4,"DE","0939951022",2,21-06-2005
126.8,"DE","0939951022",2,21-06-2005
118.4,"DE","0939951022",2,21-06-2005
123.2,"DE","0939951022",2,21-06-2005
106.2,"DE","0931446947",2,09-02-1998
107.2,"DE","0931446947",2,09-02-1998
88.9,"DE","0931446947",2,09-02-1998
106.5,"DE","0931446947",2,09-02-1998
106.6,"DE","0931446947",2,09-02-1998
98.6,"DE","0931446947",2,09-02-1998
95.3,"DE","0931446947",2,09-02-1998
113,"AT","169542626",2,20-08-1993
99.5,"AT","169542626",2,20-08-1993
95.5,"AT","169542626",2,20-08-1993
99,"AT","169542626",2,20-08-1993
98.9,"AT","169542626",2,20-08-1993
96.7,"AT","169542626",2,20-08-1993
116.1,"AT","169542626",2,20-08-1993
97.5,"CH","120071124206",1,27-02-2013
110.3,"CH","120071124206",1,27-02-2013
87.1,"CH","120071124206",1,27-02-2013
98.8,"CH","120071124206",1,27-02-2013
129.6,"CH","120071124206",1,27-02-2013
101.3,"CH","120071124206",1,27-02-2013
91.2,"CH","120071124206",1,27-02-2013
101.1,"CH","120071124206",1,27-02-2013
112.7,"CH","120071124206",1,27-02-2013
95.3,"CH","120071124206",1,27-02-2013
122.2,"CH","120071124206",1,27-02-2013
100.8,"CH","120071124206",1,27-02-2013
124.8,"CH","120071124206",1,27-02-2013
110,"CH","120071124206",1,27-02-2013
135.5,"CH","120071124206",1,27-02-2013
99.1,"CH","120071124206",1,27-02-2013
123.5,"CH","120071124206",1,27-02-2013
129.4,"CH","120071124206",1,27-02-2013
102.5,"CH","120071124206",1,27-02-2013
111.2,"CH","120071124206",1,27-02-2013
108.6,"CH","120071124206",1,27-02-2013
153.4,"CH","120071124206",1,27-02-2013
110.4,"CH","120071124206",1,27-02-2013
111.2,"CH","120071124206",1,27-02-2013
110.2,"CH","120071124206",1,27-02-2013
124.8,"CH","120071124206",1,27-02-2013
114.2,"CH","120071124206",1,27-02-2013
74.9,"CH","120071124206",1,27-02-2013
92,"CH","120071124206",1,27-02-2013
157.4,"CH","120071124206",1,27-02-2013
129.3,"CH","120071124206",1,27-02-2013
103,"CH","120071124206",1,27-02-2013
125.8,"CH","120071124206",1,27-02-2013
119.9,"CH","120071124206",1,27-02-2013
128.5,"CH","120071124206",1,27-02-2013
107,"CH","120071124206",1,27-02-2013
100.5,"CH","120071124206",1,27-02-2013
104.4,"CH","120083025164",1,09-11-2009
110.8,"CH","120083025164",1,09-11-2009
120.9,"CH","120083025164",1,09-11-2009
81.4,"CH","120083025164",1,09-11-2009
126.3,"CH","120083025164",1,09-11-2009
129.4,"CH","120083025164",1,09-11-2009
100.5,"CH","120083025164",1,09-11-2009
122.9,"CH","120083025164",1,09-11-2009
88.6,"CH","120083025164",1,09-11-2009
133.3,"CH","120083025164",1,09-11-2009
139,"CH","120083025164",1,09-11-2009
128.2,"CH","120083025164",1,09-11-2009
128.8,"CH","120083025164",1,09-11-2009
144.5,"CH","120083025164",1,09-11-2009
156.5,"CH","120083025164",1,09-11-2009
166.7,"CH","120083025164",1,09-11-2009
152.9,"CH","120083025164",1,09-11-2009
121.5,"CH","120083025164",1,09-11-2009
125,"CH","120083025164",1,09-11-2009
135.7,"CH","120083025164",1,09-11-2009
148.7,"CH","120083025164",1,09-11-2009
114.7,"CH","120083025164",1,09-11-2009
119.7,"CH","120083025164",1,09-11-2009
127.6,"CH","120083025164",1,09-11-2009
121.7,"CH","120083025164",1,09-11-2009
113.1,"CH","120083025164",1,09-11-2009
132.8,"CH","120083025164",1,09-11-2009
151.8,"CH","120083025164",1,09-11-2009
136,"CH","120083025164",1,09-11-2009
131.8,"CH","120083025164",1,09-11-2009
90.4,"CH","120083025164",1,09-11-2009
140.4,"CH","120083025164",1,09-11-2009
121.9,"CH","120083025164",1,09-11-2009
114.1,"CH","120083025164",1,09-11-2009
162,"CH","120083025164",1,09-11-2009
138,"CH","120083025164",1,09-11-2009
152.8,"CH","120083025164",1,09-11-2009
136.1,"CH","120083025164",1,09-11-2009
81.4,"IT","010990008842",1,08-06-2007
94.1,"IT","010990008842",1,08-06-2007
148.5,"IT","010990008842",1,08-06-2007
132.9,"IT","010990008842",1,08-06-2007
128.1,"IT","010990008842",1,08-06-2007
120.3,"IT","010990008842",1,08-06-2007
120.8,"IT","010990008842",1,08-06-2007
113.7,"IT","010990008842",1,08-06-2007
96.3,"IT","010990008842",1,08-06-2007
116.6,"IT","010990008842",1,08-06-2007
125.1,"IT","010990008842",1,08-06-2007
121.6,"IT","010990008842",1,08-06-2007
126.8,"IT","010990008842",1,08-06-2007
78.2,"IT","010990008842",1,08-06-2007
125.3,"IT","010990008842",1,08-06-2007
121.3,"IT","010990008842",1,08-06-2007
64.3,"IT","010990008842",1,08-06-2007
130.3,"IT","010990008842",1,08-06-2007
124.9,"IT","010990008842",1,08-06-2007
94.2,"IT","010990008842",1,08-06-2007
117,"IT","010990008842",1,08-06-2007
105.8,"IT","010990008842",1,08-06-2007
107.6,"IT","010990008842",1,08-06-2007
129.4,"IT","010990008842",1,08-06-2007
120.7,"IT","010990008842",1,08-06-2007
142.5,"IT","010990008842",1,08-06-2007
114,"IT","010990008842",1,08-06-2007
93.8,"IT","010990008842",1,08-06-2007
118.7,"IT","010990008842",1,08-06-2007
117,"IT","010990008842",1,08-06-2007
111.9,"IT","010990008842",1,08-06-2007
114.1,"IT","010990008842",1,08-06-2007
134.4,"IT","010990008842",1,08-06-2007
98.4,"IT","010990008842",1,08-06-2007
119.3,"IT","010990008842",1,08-06-2007
122.4,"IT","010990008842",1,08-06-2007
121.8,"IT","010990008842",1,08-06-2007
120.8,"IT","010990008842",1,08-06-2007
104,"CA","100745542",15,14-06-2002
107.5,"CA","100745542",15,14-06-2002
101.6,"CA","100745542",15,14-06-2002
96.9,"CA","100745542",15,14-06-2002
94.4,"CA","100745542",15,14-06-2002
78.9,"CA","100745542",15,14-06-2002
112.4,"CA","100745542",15,14-06-2002
119.7,"CA","100745542",15,14-06-2002
109.5,"CA","100745542",15,14-06-2002
96,"CA","100745542",15,14-06-2002
76.4,"CA","100745542",15,14-06-2002
89.3,"CA","100745542",15,14-06-2002
104.3,"CA","100745542",15,14-06-2002
99.6,"CA","100745542",15,14-06-2002
102.2,"CA","100745542",15,14-06-2002
99.4,"CA","100745542",15,14-06-2002
98.7,"CA","100745542",15,14-06-2002
103.8,"CA","100745542",15,14-06-2002
79,"CA","100745542",15,14-06-2002
118.1,"CA","100745542",15,14-06-2002
117.5,"CA","100745542",15,14-06-2002
98.4,"CA","100745542",15,14-06-2002
120.5,"CA","100745542",15,14-06-2002
115.8,"CA","100745542",15,14-06-2002
127.6,"CA","100745542",15,14-06-2002
109.1,"CA","100745542",15,14-06-2002
98.9,"CA","100745542",15,14-06-2002
91.1,"CA","100745542",15,14-06-2002
89,"CA","100745542",15,14-06-2002
89.2,"CA","100745542",15,14-06-2002
91.5,"CA","100745542",15,14-06-2002
110.8,"CA","100745542",15,14-06-2002
111.4,"CA","100745542",15,14-06-2002
110.6,"CA","100745542",15,14-06-2002
120.5,"CA","100745542",15,14-06-2002
107.9,"AT","522525107",2,12-03-2005
114.5,"AT","522525107",2,12-03-2005
107.1,"AT","522525107",2,12-03-2005
110.7,"AT","522525107",2,12-03-2005
104.3,"AT","522525107",2,12-03-2005
113.1,"AT","522525107",2,12-03-2005
98.7,"AT","522525107",2,12-03-2005
120.3,"DE","0940600189",2,12-04-2006
121.2,"DE","0940600189",2,12-04-2006
119.9,"DE","0940600189",2,12-04-2006
112.7,"DE","0940600189",2,12-04-2006
97.8,"DE","0940600189",2,12-04-2006
121.7,"DE","0940600189",2,12-04-2006
85.1,"DE","0940600189",2,12-04-2006
98,"SI","14532098",3,26-02-2015
111.1,"SI","14532098",3,26-02-2015
114.5,"SI","14532098",3,26-02-2015
113.8,"SI","14532098",3,26-02-2015
107.9,"SI","14532098",3,26-02-2015
105.2,"SI","14532098",3,26-02-2015
99.3,"SI","14532098",3,26-02-2015
111.7,"SI","14532098",3,26-02-2015
101.2,"SI","14532098",3,26-02-2015
127.1,"SI","14532098",3,26-02-2015
88,"SI","14532098",3,26-02-2015
96.2,"SI","14532098",3,26-02-2015
112.2,"SI","14532098",3,26-02-2015
120.1,"SI","14532098",3,26-02-2015
117.7,"SI","14532098",3,26-02-2015
125.4,"SI","14532098",3,26-02-2015
98.5,"SI","14532098",3,26-02-2015
150,"SI","14532098",3,26-02-2015
107.4,"SI","14532098",3,26-02-2015
124,"SI","14532098",3,26-02-2015
88.6,"SI","14532098",3,26-02-2015
114.4,"SI","14532098",3,26-02-2015
96.5,"SI","14532098",3,26-02-2015
100.1,"SI","14532098",3,26-02-2015
120.6,"SI","14532098",3,26-02-2015
106,"SI","14532098",3,26-02-2015
