,Category,EBVGen,Cor,Group,Scenario,Rep,Generation
2,Male candidates,EBV32,0.33470679027093664,import,50_50,4,32
3,Male candidates1,EBV32,0.1532361945247205,import,50_50,4,32
4,Mothers,EBV32,0.4896965320556231,import,50_50,4,32
0,Fathers,EBV33,0.3396116285675389,import,50_50,4,33
1,Female candidates,EBV33,0.2506791960876493,import,50_50,4,33
2,Male candidates,EBV33,0.3163721088688796,import,50_50,4,33
3,Male candidates1,EBV33,0.09476508764243281,import,50_50,4,33
4,Mothers,EBV33,0.48518870286573934,import,50_50,4,33
0,Fathers,EBV34,0.2474222639569235,import,50_50,4,34
1,Female candidates,EBV34,0.2011468217255345,import,50_50,4,34
2,Male candidates,EBV34,0.48988023769303257,import,50_50,4,34
3,Male candidates1,EBV34,0.13370124662458852,import,50_50,4,34
4,Mothers,EBV34,0.47156292285011636,import,50_50,4,34
0,Fathers,EBV35,0.34333993618408776,import,50_50,4,35
1,Female candidates,EBV35,0.19420933114265904,import,50_50,4,35
2,Male candidates,EBV35,0.3644084884845847,import,50_50,4,35
3,Male candidates1,EBV35,0.031894819632856834,import,50_50,4,35
4,Mothers,EBV35,0.4522907906364017,import,50_50,4,35
0,Fathers,EBV36,0.3268585836997174,import,50_50,4,36
1,Female candidates,EBV36,0.20628763440715903,import,50_50,4,36
2,Male candidates,EBV36,0.312390243732613,import,50_50,4,36
3,Male candidates1,EBV36,0.1297301217576919,import,50_50,4,36
4,Mothers,EBV36,0.44806971020124015,import,50_50,4,36
0,Fathers,EBV37,0.4164265033744133,import,50_50,4,37
1,Female candidates,EBV37,0.21085441772298305,import,50_50,4,37
2,Male candidates,EBV37,0.3781488038138653,import,50_50,4,37
3,Male candidates1,EBV37,0.10607812844991392,import,50_50,4,37
4,Mothers,EBV37,0.4447786007249149,import,50_50,4,37
0,Fathers,EBV38,0.37906165842908524,import,50_50,4,38
1,Female candidates,EBV38,0.20774504704485902,import,50_50,4,38
2,Male candidates,EBV38,0.23572162605185062,import,50_50,4,38
3,Male candidates1,EBV38,0.15269321264794797,import,50_50,4,38
4,Mothers,EBV38,0.4420536919248685,import,50_50,4,38
0,Fathers,EBV39,0.35451275044355607,import,50_50,4,39
1,Female candidates,EBV39,0.20010435028826654,import,50_50,4,39
2,Male candidates,EBV39,0.23732113438115324,import,50_50,4,39
3,Male candidates1,EBV39,0.194969213078349,import,50_50,4,39
4,Mothers,EBV39,0.44849623362495045,import,50_50,4,39
0,Fathers,EBV40,0.27307367557565393,import,50_50,4,40
1,Female candidates,EBV40,0.2057979126546061,import,50_50,4,40
2,Male candidates,EBV40,0.24533278192078703,import,50_50,4,40
3,Male candidates1,EBV40,0.07152359961991588,import,50_50,4,40
4,Mothers,EBV40,0.4442880234931352,import,50_50,4,40
0,Fathers,EBV41,0.36373765845994643,import,50_50,4,41
1,Female candidates,EBV41,0.30757199117556505,import,50_50,4,41
2,Male candidates,EBV41,0.16395704528564625,import,50_50,4,41
3,Mothers,EBV41,0.62738447140067,import,50_50,4,41
0,Fathers,EBV42,0.4389292163692218,import,50_50,4,42
1,Female candidates,EBV42,0.3202151067421969,import,50_50,4,42
2,Male candidates,EBV42,0.7524135662014716,import,50_50,4,42
3,Mothers,EBV42,0.6022039897935909,import,50_50,4,42
0,Fathers,EBV43,0.6640436611197799,import,50_50,4,43
1,Female candidates,EBV43,0.29577685976037504,import,50_50,4,43
2,Male candidates,EBV43,0.7496772540204866,import,50_50,4,43
3,Mothers,EBV43,0.5942956031110316,import,50_50,4,43
0,Fathers,EBV44,0.7753018314071868,import,50_50,4,44
1,Female candidates,EBV44,0.3947156752185318,import,50_50,4,44
2,Male candidates,EBV44,0.7727109948640191,import,50_50,4,44
3,Mothers,EBV44,0.5782728669974814,import,50_50,4,44
0,Fathers,EBV45,0.81712871287068,import,50_50,4,45
1,Female candidates,EBV45,0.42219914388769075,import,50_50,4,45
2,Male candidates,EBV45,0.7235000534795553,import,50_50,4,45
3,Mothers,EBV45,0.6030524016212785,import,50_50,4,45
0,Fathers,EBV46,0.7577246134451392,import,50_50,4,46
1,Female candidates,EBV46,0.43831851969062036,import,50_50,4,46
2,Male candidates,EBV46,0.7891371747039415,import,50_50,4,46
3,Mothers,EBV46,0.6277312123335288,import,50_50,4,46
0,Fathers,EBV47,0.680313569549896,import,50_50,4,47
1,Female candidates,EBV47,0.4178277867477136,import,50_50,4,47
2,Male candidates,EBV47,0.7679487479193384,import,50_50,4,47
3,Mothers,EBV47,0.6514676404536265,import,50_50,4,47
0,Fathers,EBV48,0.6749009374971868,import,50_50,4,48
1,Female candidates,EBV48,0.40642592886624224,import,50_50,4,48
2,Male candidates,EBV48,0.7918192352625647,import,50_50,4,48
3,Mothers,EBV48,0.665078483910511,import,50_50,4,48
0,Fathers,EBV49,0.66199955674048,import,50_50,4,49
1,Female candidates,EBV49,0.43106529422029793,import,50_50,4,49
2,Male candidates,EBV49,0.7809631618309087,import,50_50,4,49
3,Mothers,EBV49,0.6626794548368818,import,50_50,4,49
0,Fathers,EBV50,0.6536661379742534,import,50_50,4,50
1,Female candidates,EBV50,0.4215055676479895,import,50_50,4,50
2,Male candidates,EBV50,0.7043278159644634,import,50_50,4,50
3,Mothers,EBV50,0.6681303671021737,import,50_50,4,50
0,Fathers,EBV51,0.491054384846864,import,50_50,4,51
1,Female candidates,EBV51,0.38974632362473055,import,50_50,4,51
2,Male candidates,EBV51,0.7816415016202337,import,50_50,4,51
3,Mothers,EBV51,0.6619858140237197,import,50_50,4,51
0,Fathers,EBV52,0.6054516666450975,import,50_50,4,52
1,Female candidates,EBV52,0.35754161969201126,import,50_50,4,52
2,Male candidates,EBV52,0.7305561652170331,import,50_50,4,52
3,Mothers,EBV52,0.6677427713820114,import,50_50,4,52
0,Fathers,EBV53,0.648362430368219,import,50_50,4,53
1,Female candidates,EBV53,0.3926587309977053,import,50_50,4,53
2,Male candidates,EBV53,0.7152796472019546,import,50_50,4,53
3,Mothers,EBV53,0.668723150812722,import,50_50,4,53
0,Fathers,EBV54,0.7200430221753398,import,50_50,4,54
1,Female candidates,EBV54,0.42530918997298756,import,50_50,4,54
2,Male candidates,EBV54,0.734759654121343,import,50_50,4,54
3,Mothers,EBV54,0.6674264006182693,import,50_50,4,54
0,Fathers,EBV55,0.7560646762232369,import,50_50,4,55
1,Female candidates,EBV55,0.42701164689655396,import,50_50,4,55
2,Male candidates,EBV55,0.795852190992142,import,50_50,4,55
3,Mothers,EBV55,0.6835619768895361,import,50_50,4,55
0,Fathers,EBV56,0.6882056415650111,import,50_50,4,56
1,Female candidates,EBV56,0.427635399944029,import,50_50,4,56
2,Male candidates,EBV56,0.7918741460344622,import,50_50,4,56
3,Mothers,EBV56,0.6812447615168928,import,50_50,4,56
0,Fathers,EBV57,0.7510699529212664,import,50_50,4,57
1,Female candidates,EBV57,0.4031565465633682,import,50_50,4,57
2,Male candidates,EBV57,0.7828496137027786,import,50_50,4,57
3,Mothers,EBV57,0.6860935900427961,import,50_50,4,57
0,Fathers,EBV58,0.7630262596437533,import,50_50,4,58
1,Female candidates,EBV58,0.42257011872187417,import,50_50,4,58
2,Male candidates,EBV58,0.8063311087942663,import,50_50,4,58
3,Mothers,EBV58,0.6830191452185176,import,50_50,4,58
0,Fathers,EBV59,0.7089161585395712,import,50_50,4,59
1,Female candidates,EBV59,0.41576549266763946,import,50_50,4,59
2,Male candidates,EBV59,0.7900859306075166,import,50_50,4,59
3,Mothers,EBV59,0.6864508429271712,import,50_50,4,59
0,Fathers,EBV60,0.6625875375372325,import,50_50,4,60
1,Female candidates,EBV60,0.4176796650192748,import,50_50,4,60
2,Male candidates,EBV60,0.7525102206931912,import,50_50,4,60
3,Mothers,EBV60,0.6792695299848915,import,50_50,4,60
4,izl,EBV60,0.011270342902031395,import,50_50,4,60
0,Fathers,EBV21,-0.2468911694245697,home,100_100,4,21
1,Female candidates,EBV21,0.035841681304053394,home,100_100,4,21
2,Male candidates,EBV21,0.32412420017658294,home,100_100,4,21
3,Male candidates1,EBV21,0.052474166598649945,home,100_100,4,21
4,Mothers,EBV21,0.360605881268825,home,100_100,4,21
0,Fathers,EBV22,-0.3526456615926397,home,100_100,4,22
1,Female candidates,EBV22,0.02455409938298217,home,100_100,4,22
2,Male candidates,EBV22,0.5997492011397206,home,100_100,4,22
3,Male candidates1,EBV22,-0.3206060368483362,home,100_100,4,22
4,Mothers,EBV22,0.427754984469604,home,100_100,4,22
0,Fathers,EBV23,-0.035461401244381976,home,100_100,4,23
1,Female candidates,EBV23,0.15695239336671166,home,100_100,4,23
2,Male candidates,EBV23,-0.6598179415211227,home,100_100,4,23
3,Male candidates1,EBV23,-0.07292097603841588,home,100_100,4,23
4,Mothers,EBV23,0.5272881940791401,home,100_100,4,23
0,Fathers,EBV24,0.48146613124765997,home,100_100,4,24
1,Female candidates,EBV24,0.40843220257130053,home,100_100,4,24
2,Male candidates,EBV24,0.9781905541348708,home,100_100,4,24
3,Male candidates1,EBV24,0.38461968382471406,home,100_100,4,24
4,Mothers,EBV24,0.6191055758960823,home,100_100,4,24
0,Fathers,EBV25,0.45631621719119597,home,100_100,4,25
1,Female candidates,EBV25,0.38047147241736057,home,100_100,4,25
2,Male candidates,EBV25,0.8255057929161317,home,100_100,4,25
3,Male candidates1,EBV25,0.2928549281268903,home,100_100,4,25
4,Mothers,EBV25,0.6467099073297443,home,100_100,4,25
0,Fathers,EBV26,0.7087104797612522,home,100_100,4,26
1,Female candidates,EBV26,0.40668176544958934,home,100_100,4,26
2,Male candidates,EBV26,0.9407035013213156,home,100_100,4,26
3,Male candidates1,EBV26,0.0981253340753666,home,100_100,4,26
4,Mothers,EBV26,0.6339963277488346,home,100_100,4,26
0,Fathers,EBV27,0.8586793502830967,home,100_100,4,27
1,Female candidates,EBV27,0.40761566912122615,home,100_100,4,27
2,Male candidates,EBV27,0.9082379089553757,home,100_100,4,27
3,Male candidates1,EBV27,0.2938986494996921,home,100_100,4,27
4,Mothers,EBV27,0.583252806649181,home,100_100,4,27
0,Fathers,EBV28,0.8114494101369029,home,100_100,4,28
1,Female candidates,EBV28,0.39437721592082187,home,100_100,4,28
2,Male candidates,EBV28,0.9611948629835633,home,100_100,4,28
3,Male candidates1,EBV28,0.4363761575244308,home,100_100,4,28
4,Mothers,EBV28,0.5930134544492123,home,100_100,4,28
0,Fathers,EBV29,0.853416123774356,home,100_100,4,29
1,Female candidates,EBV29,0.4248767252900136,home,100_100,4,29
2,Male candidates,EBV29,0.6808470148057278,home,100_100,4,29
3,Male candidates1,EBV29,0.5444286624262626,home,100_100,4,29
4,Mothers,EBV29,0.5767648880832477,home,100_100,4,29
0,Fathers,EBV30,0.8389898905853083,home,100_100,4,30
1,Female candidates,EBV30,0.4360396280581343,home,100_100,4,30
2,Male candidates,EBV30,0.8607345304098997,home,100_100,4,30
3,Male candidates1,EBV30,0.5724912952357883,home,100_100,4,30
4,Mothers,EBV30,0.5695016187164001,home,100_100,4,30
0,Fathers,EBV31,0.7826020059327994,home,100_100,4,31
1,Female candidates,EBV31,0.4229392808104494,home,100_100,4,31
2,Male candidates,EBV31,0.8845132200639827,home,100_100,4,31
3,Male candidates1,EBV31,0.35333620293188334,home,100_100,4,31
4,Mothers,EBV31,0.5720082970194185,home,100_100,4,31
0,Fathers,EBV32,0.8551635854971984,home,100_100,4,32
1,Female candidates,EBV32,0.4301922353029281,home,100_100,4,32
2,Male candidates,EBV32,0.9387873535805561,home,100_100,4,32
3,Male candidates1,EBV32,-0.021542158734802835,home,100_100,4,32
4,Mothers,EBV32,0.5862675484947405,home,100_100,4,32
0,Fathers,EBV33,0.8702951012485117,home,100_100,4,33
1,Female candidates,EBV33,0.39371469319190616,home,100_100,4,33
2,Male candidates,EBV33,0.7991615370413407,home,100_100,4,33
3,Male candidates1,EBV33,0.48911500244400746,home,100_100,4,33
4,Mothers,EBV33,0.5789999247682279,home,100_100,4,33
0,Fathers,EBV34,0.844598990852417,home,100_100,4,34
1,Female candidates,EBV34,0.39508382185126595,home,100_100,4,34
2,Male candidates,EBV34,0.9271306433351097,home,100_100,4,34
3,Male candidates1,EBV34,0.41641543638588224,home,100_100,4,34
4,Mothers,EBV34,0.5745800222293149,home,100_100,4,34
0,Fathers,EBV35,0.8520403427378459,home,100_100,4,35
1,Female candidates,EBV35,0.4178317788988992,home,100_100,4,35
2,Male candidates,EBV35,0.9430713724827509,home,100_100,4,35
3,Male candidates1,EBV35,0.44390432003789165,home,100_100,4,35
4,Mothers,EBV35,0.5714449886129793,home,100_100,4,35
0,Fathers,EBV36,0.8923215523021035,home,100_100,4,36
1,Female candidates,EBV36,0.40915294213101416,home,100_100,4,36
2,Male candidates,EBV36,0.9865378532615218,home,100_100,4,36
3,Male candidates1,EBV36,0.29834960510007413,home,100_100,4,36
4,Mothers,EBV36,0.5749154002454158,home,100_100,4,36
0,Fathers,EBV37,0.8821630781667468,home,100_100,4,37
1,Female candidates,EBV37,0.3581732686337786,home,100_100,4,37
2,Male candidates,EBV37,0.9428221639966347,home,100_100,4,37
3,Male candidates1,EBV37,0.016296131302119182,home,100_100,4,37
4,Mothers,EBV37,0.5739304794803146,home,100_100,4,37
0,Fathers,EBV38,0.876958058161,home,100_100,4,38
1,Female candidates,EBV38,0.3423063594315049,home,100_100,4,38
2,Male candidates,EBV38,0.9162122965946371,home,100_100,4,38
3,Male candidates1,EBV38,0.2461297846445835,home,100_100,4,38
4,Mothers,EBV38,0.5758147258927178,home,100_100,4,38
0,Fathers,EBV39,0.897393042440879,home,100_100,4,39
1,Female candidates,EBV39,0.34648916521159556,home,100_100,4,39
2,Male candidates,EBV39,0.8041974199402688,home,100_100,4,39
3,Male candidates1,EBV39,0.21121828014059632,home,100_100,4,39
4,Mothers,EBV39,0.5611022459530289,home,100_100,4,39
0,Fathers,EBV40,0.7369445980745906,home,100_100,4,40
1,Female candidates,EBV40,0.3402141521412574,home,100_100,4,40
2,Male candidates,EBV40,0.9532928187481,home,100_100,4,40
3,Male candidates1,EBV40,0.3518058166546576,home,100_100,4,40
4,Mothers,EBV40,0.5435557599896415,home,100_100,4,40
0,Fathers,EBV41,0.5448202690182439,home,100_100,4,41
1,Female candidates,EBV41,0.468500529149397,home,100_100,4,41
2,Male candidates,EBV41,0.20419227573807922,home,100_100,4,41
3,Mothers,EBV41,0.7708267121095396,home,100_100,4,41
0,Fathers,EBV42,0.5862685077128001,home,100_100,4,42
1,Female candidates,EBV42,0.2936025279346628,home,100_100,4,42
2,Male candidates,EBV42,0.790521721403361,home,100_100,4,42
3,Mothers,EBV42,0.7262198589101821,home,100_100,4,42
0,Fathers,EBV43,0.5540066082912323,home,100_100,4,43
1,Female candidates,EBV43,0.24913489727303686,home,100_100,4,43
2,Male candidates,EBV43,0.5781608049280303,home,100_100,4,43
3,Mothers,EBV43,0.6926339854307351,home,100_100,4,43
0,Fathers,EBV44,0.5261813407972892,home,100_100,4,44
1,Female candidates,EBV44,0.3420427747145262,home,100_100,4,44
2,Male candidates,EBV44,0.5895004431186507,home,100_100,4,44
3,Mothers,EBV44,0.6758673691519013,home,100_100,4,44
0,Fathers,EBV45,0.47474773682618576,home,100_100,4,45
1,Female candidates,EBV45,0.36713402874745577,home,100_100,4,45
2,Male candidates,EBV45,0.6772788981658762,home,100_100,4,45
3,Mothers,EBV45,0.6853089539642845,home,100_100,4,45
0,Fathers,EBV46,0.48417996204631136,home,100_100,4,46
1,Female candidates,EBV46,0.47277953409488405,home,100_100,4,46
2,Male candidates,EBV46,0.6299924788761974,home,100_100,4,46
3,Mothers,EBV46,0.7001725620101609,home,100_100,4,46
0,Fathers,EBV47,0.540390545149492,home,100_100,4,47
1,Female candidates,EBV47,0.46839931476197955,home,100_100,4,47
2,Male candidates,EBV47,0.758892725842995,home,100_100,4,47
3,Mothers,EBV47,0.7040492733613211,home,100_100,4,47
0,Fathers,EBV48,0.7149958874456018,home,100_100,4,48
1,Female candidates,EBV48,0.3768671372593974,home,100_100,4,48
2,Male candidates,EBV48,0.7406301807431634,home,100_100,4,48
3,Mothers,EBV48,0.7101087659411698,home,100_100,4,48
0,Fathers,EBV49,0.7526706482836301,home,100_100,4,49
1,Female candidates,EBV49,0.4590500253822417,home,100_100,4,49
2,Male candidates,EBV49,0.73714981635914,home,100_100,4,49
3,Mothers,EBV49,0.7043949462743279,home,100_100,4,49
0,Fathers,EBV50,0.6852331355188469,home,100_100,4,50
1,Female candidates,EBV50,0.37472163920420726,home,100_100,4,50
2,Male candidates,EBV50,0.5905502326512353,home,100_100,4,50
3,Mothers,EBV50,0.6994466057744175,home,100_100,4,50
0,Fathers,EBV51,0.5530966663359433,home,100_100,4,51
1,Female candidates,EBV51,0.3365372183401482,home,100_100,4,51
2,Male candidates,EBV51,0.763406493604413,home,100_100,4,51
3,Mothers,EBV51,0.6946893807320812,home,100_100,4,51
0,Fathers,EBV52,0.6763741349038472,home,100_100,4,52
1,Female candidates,EBV52,0.25121879659548646,home,100_100,4,52
2,Male candidates,EBV52,0.6526147671587067,home,100_100,4,52
3,Mothers,EBV52,0.67631626082331,home,100_100,4,52
0,Fathers,EBV53,0.5286395080941462,home,100_100,4,53
1,Female candidates,EBV53,0.345845104730231,home,100_100,4,53
2,Male candidates,EBV53,0.7559551333955913,home,100_100,4,53
3,Mothers,EBV53,0.6796406956212977,home,100_100,4,53
0,Fathers,EBV54,0.7809535983173449,home,100_100,4,54
1,Female candidates,EBV54,0.3558605609539778,home,100_100,4,54
2,Male candidates,EBV54,0.7954835978553629,home,100_100,4,54
3,Mothers,EBV54,0.6802567563323698,home,100_100,4,54
0,Fathers,EBV55,0.7197704912527405,home,100_100,4,55
1,Female candidates,EBV55,0.37826920725981267,home,100_100,4,55
2,Male candidates,EBV55,0.7415731859921245,home,100_100,4,55
3,Mothers,EBV55,0.6841751355928698,home,100_100,4,55
0,Fathers,EBV56,0.5950656769192995,home,100_100,4,56
1,Female candidates,EBV56,0.34806879286659986,home,100_100,4,56
2,Male candidates,EBV56,0.7533631498588134,home,100_100,4,56
3,Mothers,EBV56,0.6819005413595908,home,100_100,4,56
0,Fathers,EBV57,0.5400139273840908,home,100_100,4,57
1,Female candidates,EBV57,0.4544141042907544,home,100_100,4,57
2,Male candidates,EBV57,0.7289368043739263,home,100_100,4,57
3,Mothers,EBV57,0.6866727736503276,home,100_100,4,57
0,Fathers,EBV58,0.7587088992042195,home,100_100,4,58
1,Female candidates,EBV58,0.45552104586046255,home,100_100,4,58
2,Male candidates,EBV58,0.6484263618680107,home,100_100,4,58
3,Mothers,EBV58,0.6854267927179842,home,100_100,4,58
0,Fathers,EBV59,0.859891600343331,home,100_100,4,59
1,Female candidates,EBV59,0.3606898013120426,home,100_100,4,59
2,Male candidates,EBV59,0.8428341028878257,home,100_100,4,59
3,Mothers,EBV59,0.693047080502716,home,100_100,4,59
0,Fathers,EBV60,0.8291056118256639,home,100_100,4,60
1,Female candidates,EBV60,0.36346116012618884,home,100_100,4,60
2,Male candidates,EBV60,0.6932943448849798,home,100_100,4,60
3,Mothers,EBV60,0.6994514530382987,home,100_100,4,60
4,izl,EBV60,0.0050774584555196905,home,100_100,4,60
0,Fathers,EBV21,0.36706593530505505,import,100_100,4,21
1,Female candidates,EBV21,0.22547326616234115,import,100_100,4,21
2,Male candidates,EBV21,0.18902332875511607,import,100_100,4,21
3,Male candidates1,EBV21,0.04918728533940317,import,100_100,4,21
4,Mothers,EBV21,0.5810438377767637,import,100_100,4,21
0,Fathers,EBV22,0.21786766160520102,import,100_100,4,22
1,Female candidates,EBV22,0.3062367733694681,import,100_100,4,22
2,Male candidates,EBV22,0.19004627990205453,import,100_100,4,22
3,Male candidates1,EBV22,0.06776270624424591,import,100_100,4,22
4,Mothers,EBV22,0.5675424561150144,import,100_100,4,22
0,Fathers,EBV23,0.22798529092481715,import,100_100,4,23
1,Female candidates,EBV23,0.43591225437217257,import,100_100,4,23
2,Male candidates,EBV23,0.1887328673207015,import,100_100,4,23
3,Male candidates1,EBV23,0.05784183546883839,import,100_100,4,23
4,Mothers,EBV23,0.5666975245076904,import,100_100,4,23
0,Fathers,EBV24,-0.21345658189360356,import,100_100,4,24
1,Female candidates,EBV24,0.1786489738281668,import,100_100,4,24
2,Male candidates,EBV24,0.19011110884601035,import,100_100,4,24
3,Male candidates1,EBV24,0.10463008114469001,import,100_100,4,24
4,Mothers,EBV24,0.6812124380025459,import,100_100,4,24
0,Fathers,EBV25,0.18394710359161023,import,100_100,4,25
1,Female candidates,EBV25,0.2895543742892577,import,100_100,4,25
2,Male candidates,EBV25,0.25479652213039944,import,100_100,4,25
3,Male candidates1,EBV25,0.16053202802874275,import,100_100,4,25
4,Mothers,EBV25,0.6702396627021836,import,100_100,4,25
0,Fathers,EBV26,0.37680322985947956,import,100_100,4,26
1,Female candidates,EBV26,0.30308356899138267,import,100_100,4,26
2,Male candidates,EBV26,0.3149722362867874,import,100_100,4,26
3,Male candidates1,EBV26,0.2734110851596758,import,100_100,4,26
4,Mothers,EBV26,0.6052139441293297,import,100_100,4,26
0,Fathers,EBV27,0.6993686687648636,import,100_100,4,27
1,Female candidates,EBV27,0.2750706417800528,import,100_100,4,27
2,Male candidates,EBV27,0.28461870723349036,import,100_100,4,27
3,Male candidates1,EBV27,0.2452555624520035,import,100_100,4,27
4,Mothers,EBV27,0.4946211922773078,import,100_100,4,27
0,Fathers,EBV28,0.7523748308478441,import,100_100,4,28
1,Female candidates,EBV28,0.2867632017707777,import,100_100,4,28
2,Male candidates,EBV28,0.43389321670317865,import,100_100,4,28
3,Male candidates1,EBV28,0.15466189419308324,import,100_100,4,28
4,Mothers,EBV28,0.510731066837813,import,100_100,4,28
0,Fathers,EBV29,0.7262523726237619,import,100_100,4,29
1,Female candidates,EBV29,0.2964561431867939,import,100_100,4,29
2,Male candidates,EBV29,0.2385577223254468,import,100_100,4,29
3,Male candidates1,EBV29,0.10052819951029822,import,100_100,4,29
4,Mothers,EBV29,0.4806983912323471,import,100_100,4,29
0,Fathers,EBV30,0.4820844905012917,import,100_100,4,30
1,Female candidates,EBV30,0.29684526512859727,import,100_100,4,30
2,Male candidates,EBV30,0.43777221648564013,import,100_100,4,30
3,Male candidates1,EBV30,0.3942971433105346,import,100_100,4,30
4,Mothers,EBV30,0.47803721472497035,import,100_100,4,30
0,Fathers,EBV31,0.4586795500625099,import,100_100,4,31
1,Female candidates,EBV31,0.27180785015025677,import,100_100,4,31
2,Male candidates,EBV31,0.3302189956321921,import,100_100,4,31
3,Male candidates1,EBV31,0.26208246314345984,import,100_100,4,31
4,Mothers,EBV31,0.49565873084036394,import,100_100,4,31
0,Fathers,EBV32,0.43822433281217177,import,100_100,4,32
1,Female candidates,EBV32,0.23587702234291497,import,100_100,4,32
2,Male candidates,EBV32,0.33470679027093664,import,100_100,4,32
3,Male candidates1,EBV32,0.1532361945247205,import,100_100,4,32
4,Mothers,EBV32,0.4896965320556231,import,100_100,4,32
0,Fathers,EBV33,0.3396116285675389,import,100_100,4,33
1,Female candidates,EBV33,0.2506791960876493,import,100_100,4,33
2,Male candidates,EBV33,0.3163721088688796,import,100_100,4,33
3,Male candidates1,EBV33,0.09476508764243281,import,100_100,4,33
4,Mothers,EBV33,0.48518870286573934,import,100_100,4,33
0,Fathers,EBV34,0.2474222639569235,import,100_100,4,34
1,Female candidates,EBV34,0.2011468217255345,import,100_100,4,34
2,Male candidates,EBV34,0.48988023769303257,import,100_100,4,34
3,Male candidates1,EBV34,0.13370124662458852,import,100_100,4,34
4,Mothers,EBV34,0.47156292285011636,import,100_100,4,34
0,Fathers,EBV35,0.34333993618408776,import,100_100,4,35
1,Female candidates,EBV35,0.19420933114265904,import,100_100,4,35
2,Male candidates,EBV35,0.3644084884845847,import,100_100,4,35
3,Male candidates1,EBV35,0.031894819632856834,import,100_100,4,35
4,Mothers,EBV35,0.4522907906364017,import,100_100,4,35
0,Fathers,EBV36,0.3268585836997174,import,100_100,4,36
1,Female candidates,EBV36,0.20628763440715903,import,100_100,4,36
2,Male candidates,EBV36,0.312390243732613,import,100_100,4,36
3,Male candidates1,EBV36,0.1297301217576919,import,100_100,4,36
4,Mothers,EBV36,0.44806971020124015,import,100_100,4,36
0,Fathers,EBV37,0.4164265033744133,import,100_100,4,37
1,Female candidates,EBV37,0.21085441772298305,import,100_100,4,37
2,Male candidates,EBV37,0.3781488038138653,import,100_100,4,37
3,Male candidates1,EBV37,0.10607812844991392,import,100_100,4,37
4,Mothers,EBV37,0.4447786007249149,import,100_100,4,37
0,Fathers,EBV38,0.37906165842908524,import,100_100,4,38
1,Female candidates,EBV38,0.20774504704485902,import,100_100,4,38
2,Male candidates,EBV38,0.23572162605185062,import,100_100,4,38
3,Male candidates1,EBV38,0.15269321264794797,import,100_100,4,38
4,Mothers,EBV38,0.4420536919248685,import,100_100,4,38
0,Fathers,EBV39,0.35451275044355607,import,100_100,4,39
1,Female candidates,EBV39,0.20010435028826654,import,100_100,4,39
2,Male candidates,EBV39,0.23732113438115324,import,100_100,4,39
3,Male candidates1,EBV39,0.194969213078349,import,100_100,4,39
4,Mothers,EBV39,0.44849623362495045,import,100_100,4,39
0,Fathers,EBV40,0.27307367557565393,import,100_100,4,40
1,Female candidates,EBV40,0.2057979126546061,import,100_100,4,40
2,Male candidates,EBV40,0.24533278192078703,import,100_100,4,40
3,Male candidates1,EBV40,0.07152359961991588,import,100_100,4,40
4,Mothers,EBV40,0.4442880234931352,import,100_100,4,40
0,Fathers,EBV41,0.32435767623554984,import,100_100,4,41
1,Female candidates,EBV41,0.3049073628602093,import,100_100,4,41
2,Male candidates,EBV41,0.1595304656702228,import,100_100,4,41
3,Mothers,EBV41,0.6271687687254315,import,100_100,4,41
0,Fathers,EBV42,0.42862697299342545,import,100_100,4,42
1,Female candidates,EBV42,0.30794215110920264,import,100_100,4,42
2,Male candidates,EBV42,0.7077949151330557,import,100_100,4,42
3,Mothers,EBV42,0.5993954538326477,import,100_100,4,42
0,Fathers,EBV43,0.5998729447627752,import,100_100,4,43
1,Female candidates,EBV43,0.2983819220101691,import,100_100,4,43
2,Male candidates,EBV43,0.7442866753870911,import,100_100,4,43
3,Mothers,EBV43,0.5919631355015759,import,100_100,4,43
0,Fathers,EBV44,0.7281600447092816,import,100_100,4,44
1,Female candidates,EBV44,0.3837829447211071,import,100_100,4,44
2,Male candidates,EBV44,0.7888974965897622,import,100_100,4,44
3,Mothers,EBV44,0.5878714474425345,import,100_100,4,44
0,Fathers,EBV45,0.7952542218460504,import,100_100,4,45
1,Female candidates,EBV45,0.4009853644761417,import,100_100,4,45
2,Male candidates,EBV45,0.7489685854705941,import,100_100,4,45
3,Mothers,EBV45,0.608315716109355,import,100_100,4,45
0,Fathers,EBV46,0.787280659902943,import,100_100,4,46
1,Female candidates,EBV46,0.444606843706019,import,100_100,4,46
2,Male candidates,EBV46,0.8074997729668953,import,100_100,4,46
3,Mothers,EBV46,0.6332002754465615,import,100_100,4,46
0,Fathers,EBV47,0.7929808355830181,import,100_100,4,47
1,Female candidates,EBV47,0.43222898464424836,import,100_100,4,47
2,Male candidates,EBV47,0.7860241745617774,import,100_100,4,47
3,Mothers,EBV47,0.6431123701120812,import,100_100,4,47
0,Fathers,EBV48,0.7703344876268505,import,100_100,4,48
1,Female candidates,EBV48,0.40771408900721107,import,100_100,4,48
2,Male candidates,EBV48,0.7594245749245778,import,100_100,4,48
3,Mothers,EBV48,0.6546918980030043,import,100_100,4,48
0,Fathers,EBV49,0.7340373962714914,import,100_100,4,49
1,Female candidates,EBV49,0.41156555067399236,import,100_100,4,49
2,Male candidates,EBV49,0.7885018687201525,import,100_100,4,49
3,Mothers,EBV49,0.6652829407628251,import,100_100,4,49
0,Fathers,EBV50,0.7432472467573136,import,100_100,4,50
