Generation variable Group value sd var SDSt zMean scenario Rep Import
23 gvNormUnres3 import 2.59351342710049 1.3628630184358 1.85739560701995 0.881464652092599 1.54422999455375 Class 2 100
24 gvNormUnres3 import 2.94661563454815 1.45324552677294 2.11192256108555 0.939921727520537 1.77260739582641 Class 2 100
25 gvNormUnres3 import 3.18766879777251 1.42888786576266 2.04172053292377 0.924167820563068 1.92851436503984 Class 2 100
26 gvNormUnres3 import 3.46801148203016 1.39779440231113 1.95382919113232 0.904057370302911 2.109832783181 Class 2 100
27 gvNormUnres3 import 3.71408464544699 1.34848802197815 1.81841994541855 0.872167275114891 2.26898655905313 Class 2 100
28 gvNormUnres3 import 4.02292012195566 1.38289998136663 1.91241235846384 0.894424042963069 2.46873338039326 Class 2 100
29 gvNormUnres3 import 4.24290880307375 1.36510406055919 1.8635090961552 0.882914100341541 2.61101638583325 Class 2 100
30 gvNormUnres3 import 4.56209463939671 1.35929880324239 1.84769323649621 0.879159409626598 2.81745755296553 Class 2 100
31 gvNormUnres3 import 4.78418752401384 1.36958394392156 1.87576017944773 0.885811573364144 2.9611015029613 Class 2 100
32 gvNormUnres3 import 5.10470051163627 1.32886663480214 1.76588653309035 0.859476667924938 3.16840103732685 Class 2 100
33 gvNormUnres3 import 5.35268094095779 1.32733783685796 1.76182573315476 0.858487880842335 3.32878838359775 Class 2 100
34 gvNormUnres3 import 5.64498368696398 1.31446619378849 1.7278213746128 0.850162834064628 3.51784226122793 Class 2 100
35 gvNormUnres3 import 5.90154827370005 1.31719790980565 1.73501033359637 0.85192963753358 3.68378161912917 Class 2 100
36 gvNormUnres3 import 6.10508256799468 1.33591632451363 1.784672426102 0.864036225418863 3.81542235153032 Class 2 100
37 gvNormUnres3 import 6.36597733855733 1.34018936821715 1.79610754268227 0.866799919884519 3.98416236065517 Class 2 100
38 gvNormUnres3 import 6.62589164090058 1.32151897814597 1.74641240959997 0.854724393095766 4.15226822822199 Class 2 100
39 gvNormUnres3 import 6.91517283408539 1.32348400496192 1.75160991139003 0.855995321762286 4.33936784341314 Class 2 100
40 gvNormUnres3 import 7.13916690039119 1.33504609057043 1.78234806394738 0.863473380547729 4.48424142869368 Class 2 100
20 gvNormUnres1 home -1.22919265346439 1.45589962616759 2.11964372147493 1 0 Class 3 100
20 gvNormUnres3 home -0.816329263566551 1.6107847930196 2.59462764942319 1 0 Class 3 100
20 gvNormUnres1 import -1.23213811435366 1.44721614668786 2.09443457523406 1 0 Class 3 100
20 gvNormUnres3 import -0.828509109894618 1.60358073354649 2.5714711690015 1 0 Class 3 100
20 gvNormUnres1 home 0.74557419979412 1.52309221705267 2.3198099016464 1 0 Class 4 100
21 gvNormUnres1 home 2.11800453008299 1.49072856528132 2.22227165534569 0.978751351094173 0.901081572686816 Class 4 100
20 gvNormUnres3 home 0.144919387420625 1.46501363941555 2.1462649636736 1 0 Class 4 100
21 gvNormUnres3 home 1.43973339877485 1.47467565397496 2.17466828442648 1.00659517037894 0.883823861101235 Class 4 100
20 gvNormUnres1 import 0.745337082949433 1.54103803914451 2.37479823809036 1 0 Class 4 100
21 gvNormUnres1 import 2.61645475595052 1.4611237125448 2.13488250336071 0.948142534726741 1.21419304746028 Class 4 100
20 gvNormUnres3 import 0.154038662077963 1.49002740254648 2.22018166033942 1 0 Class 4 100
21 gvNormUnres3 import 2.63790994507464 1.3604173337312 1.8507353219163 0.913014976373064 1.66699704901514 Class 4 100
