Generation Group variable value sd var SDSt zMean Strategy Scenario Rep GenVar Trait SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic Import
28 import gvNormUnres3 3.97607258147588 1.39347978927163 1.9417859231085 0.890228704475456 2.44864270282333 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
29 import gvNormUnres3 4.27825021320146 1.37556251629791 1.89217223624383 0.878782201390207 2.64168978085317 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
30 import gvNormUnres3 4.56807920877366 1.36955704191558 1.87568649106057 0.874945586234181 2.82684789597913 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
31 import gvNormUnres3 4.87687624810731 1.36160421225897 1.85396603084137 0.869864897374083 3.02412380223074 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
32 import gvNormUnres3 5.11220715202591 1.33888498989301 1.79261301616079 0.855350654649319 3.17446564954809 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
33 import gvNormUnres3 5.39015399989368 1.36152880461667 1.8537606858009 0.869816722977706 3.35203281930209 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
34 import gvNormUnres3 5.67494110457793 1.34215469349697 1.80137922127593 0.857439514513511 3.53396990745095 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
35 import gvNormUnres3 6.00464839553031 1.32711441893473 1.76123268094447 0.847830990413216 3.74460439008961 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
36 import gvNormUnres3 6.24257190096233 1.33769069179501 1.789416386915 0.854587673760235 3.89660252858842 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
37 import gvNormUnres3 6.54691706276478 1.32207051456182 1.74787044547377 0.844608677115267 4.09103433964927 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
38 import gvNormUnres3 6.87581962317412 1.32509842411826 1.75588583360071 0.846543066133645 4.30115471778903 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
39 import gvNormUnres3 7.08835217108503 1.33694430489734 1.78742007439744 0.854110842272574 4.43693176761943 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
40 import gvNormUnres3 7.37906757789771 1.33808068895483 1.79045993015382 0.854836824604768 4.62265616920059 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
41 import gvNormUnres3 7.4285769667449 1.354147246439 1.83371476503833 0.865100992599621 4.65428538939605 SU55 GenGen 0 2.59658560038134 3 1.61139244145594 NA NA NA NA NA NA NA 100_100
42 import gvNormUnres3 7.66216442448841 1.35152382497064 1.82661664946328 0.86342501199836 4.80351343094333 SU55 GenGen 0 2.5955031369919 3 1.61105652818016 NA NA NA NA NA NA NA 100_100
