Group,Generation,cat,gvNormUnres1,gvNormUnres2,scenario,rep,trait,strategy
import,47,gpb,11.171907211626666,12.708625304940002,50_50,0,2,ClassGen
import,48,gpb,11.814942924186665,13.254922058259998,50_50,0,2,ClassGen
home,11,pb,1.45788240595,1.5151004170750002,100_100,0,2,ClassGen
home,12,pb,2.507284191625,2.227452439875,100_100,0,2,ClassGen
home,13,pb,3.2002776254,2.8174824862000003,100_100,0,2,ClassGen
home,14,pb,2.067566230875,1.15071146295,100_100,0,2,ClassGen
home,15,pb,1.87979955905,1.7893138078250002,100_100,0,2,ClassGen
home,16,pb,2.6000369724,1.962655308175,100_100,0,2,ClassGen
home,17,pb,3.087229846125,1.780762282375,100_100,0,2,ClassGen
home,18,pb,3.7516514389,3.38006725735,100_100,0,2,ClassGen
home,19,pb,2.4866945181,2.2200325929,100_100,0,2,ClassGen
home,20,pb,2.878779287625,3.1734723429,100_100,0,2,ClassGen
home,21,pb,2.441276065175,1.838755329325,100_100,0,2,ClassGen
home,22,pb,4.440487956475,3.440291180025,100_100,0,2,ClassGen
home,23,pb,3.217041606075,2.081473710125,100_100,0,2,ClassGen
home,24,pb,3.454286508175,2.6762279039749997,100_100,0,2,ClassGen
home,25,pb,5.034731715375,3.57551799425,100_100,0,2,ClassGen
home,26,pb,4.8345241824750005,5.135414257300001,100_100,0,2,ClassGen
home,27,pb,4.721786545825,3.2818507347000008,100_100,0,2,ClassGen
home,28,pb,3.8640202071250007,3.8669923502750008,100_100,0,2,ClassGen
home,29,pb,4.9304715857999994,3.651070184525,100_100,0,2,ClassGen
home,30,pb,4.9779600263,3.58204560935,100_100,0,2,ClassGen
home,31,pb,5.28647873465,5.231617639125,100_100,0,2,ClassGen
home,32,pb,5.949660056699999,5.3893112174999995,100_100,0,2,ClassGen
home,33,pb,6.510428933625,6.159111899225,100_100,0,2,ClassGen
home,34,pb,6.029932407875,5.901098114925,100_100,0,2,ClassGen
home,35,gpb,7.416278264600001,7.9013741051499995,100_100,0,2,ClassGen
home,36,gpb,6.1550962586,6.276675282587499,100_100,0,2,ClassGen
home,37,gpb,7.637553329675,7.6871335169,100_100,0,2,ClassGen
home,38,gpb,6.142759155799999,6.322274935766667,100_100,0,2,ClassGen
home,39,gpb,7.555133100466666,7.969427756950001,100_100,0,2,ClassGen
home,40,gpb,8.626191157500001,9.080638463116669,100_100,0,2,ClassGen
home,41,gpb,9.537389072433333,9.610788163183335,100_100,0,2,ClassGen
home,42,gpb,9.429774227483334,9.308006870549999,100_100,0,2,ClassGen
home,43,gpb,9.988958141233333,10.467521259983334,100_100,0,2,ClassGen
home,44,gpb,10.882621598666667,11.595566114199999,100_100,0,2,ClassGen
home,45,gpb,11.922029440983332,12.194384477600002,100_100,0,2,ClassGen
home,46,gpb,11.444672105216666,11.552255276916668,100_100,0,2,ClassGen
home,47,gpb,11.691972203499999,11.820188626749998,100_100,0,2,ClassGen
home,48,gpb,11.889488867216668,12.387998204283333,100_100,0,2,ClassGen
import,11,pb,3.647677143050001,3.8710641618699997,100_100,0,2,ClassGen
import,12,pb,3.2268353319100003,3.7066155478500002,100_100,0,2,ClassGen
import,13,pb,4.04950139106,4.39701732365,100_100,0,2,ClassGen
import,14,pb,2.8865166096499997,3.63040804934,100_100,0,2,ClassGen
import,15,pb,2.9066101253500003,3.2891460769499994,100_100,0,2,ClassGen
import,16,pb,3.0578055481699997,3.77787706327,100_100,0,2,ClassGen
import,17,pb,4.0304624259,4.28279533472,100_100,0,2,ClassGen
import,18,pb,3.7737142819599994,4.39407521796,100_100,0,2,ClassGen
import,19,pb,3.97029685106,4.5851672605000005,100_100,0,2,ClassGen
import,20,pb,3.7690451906,3.945950119190001,100_100,0,2,ClassGen
import,21,pb,4.60290216348,5.22963014712,100_100,0,2,ClassGen
import,22,pb,4.60451899219,5.715564115009999,100_100,0,2,ClassGen
import,23,pb,4.6720699393,5.485277888729999,100_100,0,2,ClassGen
import,24,pb,4.94052957519,5.53609369878,100_100,0,2,ClassGen
