Generation Group variable value sd var SDSt SDSt30 zMean zMean_noC zMean30 Strategy Scenario Rep GenVar Trait SDGenic SDGenicSt SDGenicSt31 zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic Import
30 home gvNormUnres1 2.68257593317323 1.35975469960975 1.84893284311081 0.908165701591784 1 1.85836900374843 1.79166393403361 0 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
31 home gvNormUnres1 3.37759620422625 1.40858004810618 1.9840977519228 0.940775632548777 1.03590746809733 2.32256565058667 2.25586058087185 0.51113650958698 SU55 ClassGen 0 2.60888118538623 2 1.61520314059447 NA 1 NA NA NA NA NA NA 100_100
32 home gvNormUnres1 3.5548623691627 1.40047013333944 1.9613165943758 0.93535910673269 1.02994321971557 2.44095983675436 2.37425476703954 0.641502791819593 SU55 ClassGen 0 2.61848648633452 2 1.618173812152 NA 1.00183919377252 NA NA NA NA NA NA 100_100
33 home gvNormUnres1 3.86629121813951 1.42828872193552 2.04000867320821 0.953938846179006 1.05040175433513 2.64895985264555 2.58225478293073 0.870535902766881 SU55 ClassGen 0 2.60209218921135 2 1.61310017953361 NA 0.998698020695968 NA NA NA NA NA NA 100_100
34 home gvNormUnres1 4.19414276890121 1.49341822551802 2.23029799630938 0.99743814890787 1.09829973446433 2.8679284163879 2.80122334667308 1.11164670816126 SU55 ClassGen 0 2.60192236883035 2 1.61304754078432 NA 0.998665431142394 NA NA NA NA NA NA 100_100
35 home gvNormUnres1 4.67469576627462 1.49073380944899 2.2222872906343 0.99564525596667 1.09632554303863 3.18888465219786 3.12217958248304 1.46505824445624 SU55 ClassGen 0 2.59735892122269 2 1.61163237781533 NA 0.997789279447646 NA NA NA NA NA NA 100_100
36 home gvNormUnres1 4.94137347710531 1.50696156169403 2.27093314842332 1.00648359909364 1.10825986637629 3.36699585889195 3.30029078917713 1.66118017064427 SU55 ClassGen 0 2.59171940401621 2 1.60988179815048 NA 0.996705465516844 NA NA NA NA NA NA 100_100
37 home gvNormUnres1 5.36364186249397 1.40895480449917 1.98515364112128 0.941025928357764 1.0361830739791 3.64902442226929 3.58231935255446 1.97172764329493 SU55 ClassGen 0 2.58021711164359 2 1.60630542290176 NA 0.994491270188197 NA NA NA NA NA NA 100_100
38 home gvNormUnres1 5.70254533562604 1.46707583032049 2.15231149191056 0.979844343331734 1.07892683198046 3.87537444741515 3.80866937770033 2.22096632820577 SU55 ClassGen 0 2.58082746009409 2 1.60649539684809 NA 0.99460888632053 NA NA NA NA NA NA 100_100
39 home gvNormUnres1 6.06996564292628 1.43555517204715 2.06081865199131 0.958792030922987 1.05574569623414 4.12077056279844 4.05406549308361 2.49117705621847 SU55 ClassGen 0 2.57532597975923 2 1.60478222191026 NA 0.993548230298529 NA NA NA NA NA NA 100_100
40 home gvNormUnres1 6.20651987790365 1.43076432266609 2.04708654701416 0.955592273576596 1.05222237737198 4.21197368395635 4.14526861424152 2.5916026955022 SU55 ClassGen 0 2.5722831164831 2 1.60383388057588 NA 0.992961095893859 NA NA NA NA NA NA 100_100
41 home gvNormUnres1 6.58796303860734 1.43943642365095 2.07197721773303 0.961384277588383 1.05860007254548 4.46673551398148 4.40003044426666 2.87212620523022 SU55 ClassGen 0 2.55956506623508 2 1.59986407742504 NA 0.990503322595213 NA NA NA NA NA NA 100_100
42 home gvNormUnres1 7.01675517117036 1.482400092568 2.19751003444561 0.990079255098818 1.09019670459197 4.75312121871035 4.68641614899553 3.18747141616134 SU55 ClassGen 0 2.55554311463347 2 1.5986066165988 NA 0.989724807005045 NA NA NA NA NA NA 100_100
43 home gvNormUnres1 7.44757012665361 1.47729326763129 2.18239539858873 0.986668461039505 1.08644100884907 5.04085794535301 4.97415287563819 3.50430426520896 SU55 ClassGen 0 2.54501842528789 2 1.59531138818974 NA 0.987684674512581 NA NA NA NA NA NA 100_100
44 home gvNormUnres1 7.76518193111573 1.46559246993484 2.1479612879297 0.978853622707099 1.07783592905063 5.25298749145125 5.18628242173643 3.73788448710727 SU55 ClassGen 0 2.54339778759813 2 1.59480336957198 NA 0.987370151462817 NA NA NA NA NA NA 100_100
45 home gvNormUnres1 8.19063369848585 1.41710404187802 2.00818386550701 0.94646871732825 1.04217624126228 5.53714220179573 5.4704371320809 4.05077310407048 SU55 ClassGen 0 2.53337210930532 2 1.59165703256239 NA 0.985422200192473 NA NA NA NA NA NA 100_100
46 home gvNormUnres1 8.5583575287678 1.41977864099725 2.015771389432 0.948255053633094 1.04414321304036 5.78274103695024 5.71603596723542 4.32120705100774 SU55 ClassGen 0 2.52149913615748 2 1.58792289994114 NA 0.983110334565542 NA NA NA NA NA NA 100_100
47 home gvNormUnres1 8.83283790747667 1.41926188752299 2.01430430537531 0.947909919483796 1.04376317870445 5.9660635625314 5.89935849281658 4.5230672679922 SU55 ClassGen 0 2.51425696523147 2 1.58564086893327 NA 0.981697489982398 NA NA NA NA NA NA 100_100
48 home gvNormUnres1 9.11471798751682 1.40181366715406 1.96508155741992 0.93625643867772 1.03093129044259 6.15432826992891 6.08762320021409 4.73036942338909 SU55 ClassGen 0 2.50675746458148 2 1.58327428595979 NA 0.980232297825445 NA NA NA NA NA NA 100_100
49 home gvNormUnres1 9.44123051794019 1.41633254269467 2.00599787149595 0.945953441229316 1.04160886011363 6.37240251622903 6.30569744651421 4.97049547738771 SU55 ClassGen 0 2.49201745391949 2 1.57861250911029 NA 0.97734611172765 NA NA NA NA NA NA 100_100
50 home gvNormUnres1 9.77201164687184 1.43082649110085 2.04726444763596 0.955633795212949 1.05226809770284 6.59332771407226 6.52662264435743 5.21376077297859 SU55 ClassGen 0 2.47752427564738 2 1.57401533526436 NA 0.974499922458703 NA NA NA NA NA NA 100_100
20 home gvNormUnres2 -0.0205532581616435 1.45339577259064 2.11235927178433 1 1.02729656790225 0 -0.0141415425510753 -1.57840662454898 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
21 home gvNormUnres2 0.915799389650255 1.40216965012134 1.96607972772139 0.964754182284436 0.991088660330141 0.644251665974558 0.630110123423483 -0.916569099228009 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
22 home gvNormUnres2 1.01502577682009 1.42928247708512 2.04284839930258 0.983408995704911 1.01025268613185 0.712523769857845 0.69838222730677 -0.846433401225243 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
23 home gvNormUnres2 0.92654240846647 1.4269247818986 2.03611433319636 0.981786798068872 1.00858620806789 0.651643333831873 0.637501791280798 -0.908975664207117 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
24 home gvNormUnres2 1.18738076186713 1.46732574202209 2.15304483320066 1.00958442957806 1.03714261951309 0.831111554615069 0.816970012063993 -0.724608576949016 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
25 home gvNormUnres2 1.40361308330647 1.40788467700438 1.98213926374374 0.96868637129367 0.995128184603671 0.979888870138639 0.965747327587564 -0.571770151329943 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
26 home gvNormUnres2 1.61864835827019 1.39969174866132 1.95913699127058 0.963049277463088 0.98933721745857 1.12784256521539 1.11370102266432 -0.41977782816914 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
27 home gvNormUnres2 1.81383639185429 1.44479075521714 2.08742032636092 0.994079370852884 1.02121432589959 1.2621404882348 1.24799894568372 -0.281814032774903 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
28 home gvNormUnres2 2.08168508352316 1.47482929817362 2.17512145875128 1.01474720512278 1.04244632111103 1.44643212903917 1.43229058648809 -0.0924918626834979 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
29 home gvNormUnres2 2.11119173750706 1.3983332023869 1.95533574489761 0.962114538075485 0.988376962893803 1.466734000381 1.45259245782993 -0.0716358199320389 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
30 home gvNormUnres2 2.21254046299525 1.41477721040039 2.00159455506831 0.973428736398888 1 1.53646636605835 1.52232482350727 0 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
31 home gvNormUnres2 3.30911946919583 1.4799405451108 2.19022401706287 1.01826396706305 1.0460590785824 2.29096079000039 2.27681924744932 0.775089532217049 SU55 ClassGen 0 2.65811824943531 2 1.63037365331856 NA 1 NA NA NA NA NA NA 100_100
32 home gvNormUnres2 3.47352639335608 1.52148597166489 2.31491956197305 1.04684904164327 1.07542442759189 2.40407996047052 2.38993841791944 0.89129646780496 SU55 ClassGen 0 2.66690591456524 2 1.63306641462166 NA 1.00165162218956 NA NA NA NA NA NA 100_100
33 home gvNormUnres2 3.97077669417387 1.47092941723763 2.16363335049504 1.01206391609062 1.0396897874976 2.746209964008 2.73206842145692 1.24276544621539 SU55 ClassGen 0 2.64922412486482 2 1.62764373401086 NA 0.998325586713118 NA NA NA NA NA NA 100_100
34 home gvNormUnres2 4.39704815648659 1.57293403968707 2.4741214932063 1.08224756762803 1.11178921184483 3.03950341535257 3.02536187280149 1.54406480216988 SU55 ClassGen 0 2.64953944501934 2 1.62774059512545 NA 0.998384997090847 NA NA NA NA NA NA 100_100
35 home gvNormUnres2 4.90635102041157 1.53318028463712 2.35064178519995 1.05489524157915 1.08369026117067 3.3899261106224 3.37578456807133 1.90405283433563 SU55 ClassGen 0 2.64400015734671 2 1.62603817831769 NA 0.997340808966063 NA NA NA NA NA NA 100_100
36 home gvNormUnres2 5.27425677940182 1.52753940056448 2.3333766202769 1.05101406607347 1.07970314289427 3.64306139966653 3.62891985711545 2.16409784798561 SU55 ClassGen 0 2.63830127306142 2 1.6242848497297 NA 0.996265393778615 NA NA NA NA NA NA 100_100
37 home gvNormUnres2 5.75062095138431 1.46024152467429 2.13230531038311 1.0047101775117 1.03213531709423 3.97082083103833 3.95667928848725 2.50080398693145 SU55 ClassGen 0 2.62556105317458 2 1.62035831011989 NA 0.993857025855216 NA NA NA NA NA NA 100_100
38 home gvNormUnres2 6.13859293711997 1.4656477942694 2.14812345684675 1.0084299279727 1.03595660397626 4.23776256367053 4.22362102111946 2.77503231269439 SU55 ClassGen 0 2.62786292003217 2 1.6210684501378 NA 0.994292594730159 NA NA NA NA NA NA 100_100
39 home gvNormUnres2 6.55446986125631 1.45587715458113 2.11957828923125 1.00170729957888 1.02905047090002 4.52390411711337 4.5097625745623 3.06898454848044 SU55 ClassGen 0 2.62087662195417 2 1.61891217240287 NA 0.992970028132898 NA NA NA NA NA NA 100_100
40 home gvNormUnres2 6.77122344796654 1.45219929644003 2.10888279658093 0.999176771961796 1.026450868564 4.67304008599257 4.65889854344149 3.22219141746081 SU55 ClassGen 0 2.6182326059991 2 1.61809536369124 NA 0.99246903333949 NA NA NA NA NA NA 100_100
41 home gvNormUnres2 7.31666896126042 1.40440549351946 1.97235479022764 0.966292540548779 0.992669010495305 5.04833050831273 5.03418896576165 3.6077259802769 SU55 ClassGen 0 2.60410073162303 2 1.61372263156437 NA 0.989786990411493 NA NA NA NA NA NA 100_100
42 home gvNormUnres2 7.73796667912362 1.43516195810764 2.05968984599935 0.987454336370818 1.01440845071393 5.33820180545587 5.32406026290479 3.90550976896542 SU55 ClassGen 0 2.60160227573648 2 1.61294831775122 NA 0.98931206013304 NA NA NA NA NA NA 100_100
43 home gvNormUnres2 8.21408098744318 1.43842458736542 2.06906529353738 0.989699168314952 1.01671455886566 5.665789319675 5.65164777712392 4.24203929801036 SU55 ClassGen 0 2.59202539797648 2 1.60997683150301 NA 0.987489480234159 NA NA NA NA NA NA 100_100
44 home gvNormUnres2 8.60002339428933 1.43072433634373 2.04697212660622 0.984401058077599 1.01127182840246 5.93133461306622 5.91719307051515 4.51483306653377 SU55 ClassGen 0 2.59252479517675 2 1.61013191856343 NA 0.987584603864317 NA NA NA NA NA NA 100_100
45 home gvNormUnres2 9.06069824205347 1.36062608457097 1.85130334201494 0.936170388156349 0.961724626724733 6.24829910164665 6.23415755909557 4.84044959779933 SU55 ClassGen 0 2.58264301128422 2 1.60706036329822 NA 0.985700646000453 NA NA NA NA NA NA 100_100
46 home gvNormUnres2 9.45444557909818 1.38234128916733 1.9108674397368 0.951111400787513 0.977073477721712 6.51921452913745 6.50507298658637 5.11876008665239 SU55 ClassGen 0 2.57188934469884 2 1.60371111634822 NA 0.983646364184017 NA NA NA NA NA NA 100_100
47 home gvNormUnres2 9.84429312201602 1.39066575891725 1.93395125302488 0.956839000872022 0.982957421630845 6.78744672732455 6.77330518477348 5.39431410325089 SU55 ClassGen 0 2.56583153506724 2 1.60182131808365 NA 0.982487244456635 NA NA NA NA NA NA 100_100
48 home gvNormUnres2 10.1258325910633 1.36634725333703 1.86690481670163 0.940106803050315 0.965768492235143 6.98115822308967 6.9670166805386 5.5933132580136 SU55 ClassGen 0 2.55823300932956 2 1.5994477200989 NA 0.981031383108581 NA NA NA NA NA NA 100_100
49 home gvNormUnres2 10.5115946422877 1.39572735033659 1.94805483647759 0.960321597639398 0.986535081337357 7.24657942390744 7.23243788135637 5.86597954666219 SU55 ClassGen 0 2.54444464191299 2 1.59513154376465 NA 0.978384029033971 NA NA NA NA NA NA 100_100
50 home gvNormUnres2 10.8940280459184 1.39303039540305 1.94053368251677 0.958465974426229 0.98462880597915 7.50971036927203 7.49556882672095 6.1362930637441 SU55 ClassGen 0 2.5308093484153 2 1.5908517682095 NA 0.97575900160763 NA NA NA NA NA NA 100_100
20 import gvNormUnres1 -0.121873434705926 1.49896748066701 2.24690350809721 1 1.10238080522701 0 -0.0813049224067854 -2.06246712637509 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
21 import gvNormUnres1 1.54256266216929 1.33619793444059 1.78542492000329 0.891412223196466 0.982675724396521 1.11038839624098 1.02908347383419 -0.838396272012237 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
22 import gvNormUnres1 1.34467576739866 1.39846421423617 1.95570215849919 0.932951669914735 1.02846801311849 0.978372927377982 0.897068004971197 -0.983927590879846 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
23 import gvNormUnres1 1.63224276798705 1.41050318479439 1.98951923431513 0.940983178745644 1.0373217942907 1.17021631577519 1.08891139336841 -0.772443121901049 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
24 import gvNormUnres1 2.01884447380304 1.39664003282339 1.95060338128491 0.931734711284002 1.02712646128321 1.42812831907227 1.34682339666548 -0.488125880028711 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
25 import gvNormUnres1 2.31849654999365 1.37860395127286 1.90054885446514 0.919702374503418 1.01386224417427 1.62803397416844 1.54672905176166 -0.267753722994356 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
26 import gvNormUnres1 2.57887860059389 1.39399033332085 1.94320904939196 0.929967028170983 1.0251778013497 1.80174157887537 1.72043665646858 -0.0762617938434789 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
27 import gvNormUnres1 2.90043350047307 1.34196767850302 1.80087725014677 0.895261368782908 0.986918948607538 2.01625917450466 1.93495425209787 0.160218285961698 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
28 import gvNormUnres1 3.18807079179397 1.37549137492439 1.89197652249139 0.917625894267113 1.01157317221934 2.20814945566867 2.12684453326188 0.371754448626519 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
29 import gvNormUnres1 3.46764036935769 1.36571406057159 1.86517489524295 0.911103194823064 1.00438267355395 2.39465755619084 2.31335263378406 0.577357398661515 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
30 import gvNormUnres1 3.72363557478431 1.34577728194982 1.81111649261226 0.897802853835748 0.98972063294656 2.56543858294981 2.48413366054303 0.765623124457565 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
31 import gvNormUnres1 3.91217206761251 1.37223186811472 1.88302029986962 0.915451392917546 1.00917604367063 2.69121615668631 2.60991123427953 0.904277907472704 SU55 ClassGen 0 2.60634405954904 2 1.61441756046849 NA 0.999513633854324 NA NA NA NA NA NA 100_100
32 import gvNormUnres1 4.07159185293672 1.37094703753403 1.87949577972333 0.914594249185434 1.00823114487303 2.79756922129934 2.71626429889256 1.02151948447918 SU55 ClassGen 0 2.60499553924948 2 1.61399985726439 NA 0.999255026628024 NA NA NA NA NA NA 100_100
33 import gvNormUnres1 4.3430359505142 1.41568170178621 2.00415468077229 0.944437901452175 1.04113021428976 2.97865660383328 2.89735168142649 1.22114673905339 SU55 ClassGen 0 2.60588341905843 2 1.61427488955829 NA 0.999425303843927 NA NA NA NA NA NA 100_100
34 import gvNormUnres1 4.63515506642546 1.44480291738902 2.08745547009583 0.963865418045035 1.06254673567496 3.17353682617224 3.09223190376546 1.43597895547823 SU55 ClassGen 0 2.598420041687 2 1.61196155093321 NA 0.997993076177363 NA NA NA NA NA NA 100_100
35 import gvNormUnres1 4.91597211540926 1.4887898244936 2.2164951415157 0.993210222166475 1.09489588447158 3.36087714716362 3.27957222475683 1.6424993293842 SU55 ClassGen 0 2.59068585545427 2 1.60956076475984 NA 0.996506708232035 NA NA NA NA NA NA 100_100
36 import gvNormUnres1 5.24665245252471 1.48196072453855 2.19620758907482 0.988654352847671 1.08987358158341 3.58148255814179 3.500177635735 1.88569049997574 SU55 ClassGen 0 2.58794343125608 2 1.60870862223589 NA 0.995979132162787 NA NA NA NA NA NA 100_100
37 import gvNormUnres1 5.61459562662058 1.4042832015124 1.9720113100499 0.936833666923526 1.03274745210693 3.82694697204097 3.74564204963419 2.15628575822451 SU55 ClassGen 0 2.57804280988979 2 1.60562847816355 NA 0.994072162076533 NA NA NA NA NA NA 100_100
38 import gvNormUnres1 5.88440766478411 1.41694051337882 2.00772041845424 0.945277687243962 1.04205597802713 4.00694556550177 3.92564064309498 2.35471275262354 SU55 ClassGen 0 2.57509919686207 2 1.60471156188957 NA 0.993504483466375 NA NA NA NA NA NA 100_100
39 import gvNormUnres1 6.25405040731911 1.37633287356193 1.89429217884723 0.918187279786406 1.01219203284014 4.25354380549195 4.17223888308516 2.62655791899148 SU55 ClassGen 0 2.57095490903224 2 1.60341975447237 NA 0.992704703311957 NA NA NA NA NA NA 100_100
40 import gvNormUnres1 6.50212825626551 1.4142825848868 2.00019522991409 0.943504514359092 1.0401012662745 4.41904295883983 4.33773803643304 2.80900100892351 SU55 ClassGen 0 2.56285602026939 2 1.60089225754558 NA 0.991139886563359 NA NA NA NA NA NA 100_100
41 import gvNormUnres1 6.77195836280789 1.42281046580851 2.02438962161422 0.949193684425618 1.04637289815351 4.59905360618377 4.51774868377698 3.00744129129196 SU55 ClassGen 0 2.55900771286142 2 1.59968988021473 NA 0.99039547411106 NA NA NA NA NA NA 100_100
42 import gvNormUnres1 7.09862046848229 1.41324772007891 1.99726911830824 0.942814129263194 1.03934019899656 4.81697835097479 4.735673428568 3.24767734693358 SU55 ClassGen 0 2.55433340878288 2 1.59822820923136 NA 0.989490528505994 NA NA NA NA NA NA 100_100
43 import gvNormUnres1 7.42107826631941 1.44213392271486 2.07975025104494 0.962084862623661 1.06058388555579 5.03209829319904 4.95079337079226 3.48482144206313 SU55 ClassGen 0 2.54563887712614 2 1.59550583738391 NA 0.987805061347698 NA NA NA NA NA NA 100_100
44 import gvNormUnres1 7.77266721278823 1.41679374567384 2.00730451778052 0.945179774709586 1.04194804112864 5.26665237859679 5.18534745619001 3.74338936359319 SU55 ClassGen 0 2.54109694130238 2 1.59408184899722 NA 0.986923445685303 NA NA NA NA NA NA 100_100
45 import gvNormUnres1 8.12342142784697 1.4232385214549 2.02560788895312 0.949479251425509 1.04668770173279 5.50064959306782 5.41934467066103 4.00134340130264 SU55 ClassGen 0 2.53437491658836 2 1.59197202129571 NA 0.98561721512614 NA NA NA NA NA NA 100_100
46 import gvNormUnres1 8.50558133818661 1.44982157500476 2.10198259934927 0.967213494424584 1.0662375908102 5.75559835964786 5.67429343724107 4.28239402789678 SU55 ClassGen 0 2.52392808848844 2 1.58868753645531 NA 0.983583734161513 NA NA NA NA NA NA 100_100
47 import gvNormUnres1 8.79288557341725 1.42549373995322 2.03203240264582 0.950983766051351 1.0483462497775 5.94726645047448 5.86596152806769 4.49368525219855 SU55 ClassGen 0 2.51587598324263 2 1.58615131158494 NA 0.982013513793173 NA NA NA NA NA NA 100_100
48 import gvNormUnres1 9.07378223691117 1.39403787074594 1.94334158507387 0.929998741617541 1.02521276164445 6.13465988436601 6.05335496195922 4.70026417674615 SU55 ClassGen 0 2.51042674633865 2 1.5844326260017 NA 0.98094944603597 NA NA NA NA NA NA 100_100
49 import gvNormUnres1 9.48768087182965 1.42494644576738 2.03047237330508 0.950618651935867 1.04794375498488 6.41078237551859 6.3294774531118 5.00465631088422 SU55 ClassGen 0 2.49531066446572 2 1.57965523595047 NA 0.977991681819713 NA NA NA NA NA NA 100_100
50 import gvNormUnres1 9.7683387629572 1.43762540298299 2.06676679930201 0.959077112428934 1.0572681994742 6.59801651818502 6.51671159577823 5.21105963584283 SU55 ClassGen 0 2.48396489401643 2 1.57605992716534 NA 0.975765764413561 NA NA NA NA NA NA 100_100
20 import gvNormUnres2 -0.0313768641763079 1.46217224805517 2.13794768298271 1 1.03350000078201 0 -0.0214590751657625 -1.58605702062201 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
21 import gvNormUnres2 1.81165911067042 1.23952085926567 1.53641196055472 0.847725608877036 0.876124417437346 1.26047801638838 1.23901894122262 -0.283352989698913 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
22 import gvNormUnres2 1.6148233655991 1.3444118158714 1.80744313065465 0.919461997490104 0.950263975125051 1.12585930417227 1.10440022900651 -0.422481428879534 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
23 import gvNormUnres2 1.94796396084016 1.31920915452229 1.74031279337541 0.902225545777499 0.932450102266594 1.35369880508208 1.33223972991632 -0.187009304511073 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
24 import gvNormUnres2 2.38142531048378 1.33624851302351 1.78556008855754 0.91387900078178 0.944493948022631 1.65014906955685 1.62868999439109 0.119372044055427 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
25 import gvNormUnres2 2.69606535576269 1.33799043721497 1.7902184100787 0.915070327038844 0.945725183710239 1.86533578623637 1.84387671107061 0.341767515911986 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
26 import gvNormUnres2 2.94590628818745 1.31219600162631 1.72185834668409 0.897429152667657 0.927493029983821 2.03620548558751 2.01474641042175 0.518361350325012 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
27 import gvNormUnres2 3.31173947383088 1.27264496766165 1.61962521371453 0.870379648741379 0.89953736765486 2.28640390518549 2.26494483001973 0.776941417175179 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
28 import gvNormUnres2 3.6534087390901 1.30347991103345 1.69905987846776 0.891468096708304 0.921332278645169 2.5200762825088 2.49861720734304 1.01844181932156 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
29 import gvNormUnres2 3.95853588285337 1.29420107908242 1.6749564330981 0.885122174083 0.914773767606954 2.72875699312215 2.70729791795638 1.23411333390364 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
30 import gvNormUnres2 4.23067412600863 1.27543235032897 1.62672768026569 0.872285978635841 0.901507559602277 2.9148761343637 2.89341705919794 1.42646746652234 SU55 ClassGen 0 NA 2 NA NA NA NA NA NA NA NA NA 100_100
31 import gvNormUnres2 4.45664111156885 1.29632930603163 1.68046966967645 0.88657769818561 0.916278051768139 3.06941810837585 3.04795903321008 1.58618659678474 SU55 ClassGen 0 2.65530345791199 2 1.62951018956986 NA 0.999470389044287 NA NA NA NA NA NA 100_100
32 import gvNormUnres2 4.66255257163821 1.31127439391542 1.71944053613825 0.896798852296328 0.92684161454956 3.21024382869931 3.18878475353355 1.73172997884917 SU55 ClassGen 0 2.65499082147075 2 1.62941425717058 NA 0.999411548299969 NA NA NA NA NA NA 100_100
33 import gvNormUnres2 4.99145945025645 1.37109860457609 1.8799113834705 0.937713464607048 0.969126866404684 3.43518783174391 3.41372875657814 1.96420960617166 SU55 ClassGen 0 2.65488918425505 2 1.62938306860451 NA 0.999392418595557 NA NA NA NA NA NA 100_100
34 import gvNormUnres2 5.31921437222999 1.41000445547638 1.98811256446324 0.964321718834303 0.996626497169361 3.65934399556762 3.63788492040186 2.19587500165876 SU55 ClassGen 0 2.6473029075875 2 1.62705344337164 NA 0.997963528213201 NA NA NA NA NA NA 100_100
