,Category,EBVGen,Cor,Group,Trait,Scenario,Rep,Generation,Strategy
2,Male candidates,EBV36,0.9224691869420487,home,3,0_0,0,36,ClassGen
3,Male candidates1,EBV36,0.6249052764293523,home,3,0_0,0,36,ClassGen
4,Mothers,EBV36,0.5266131906937026,home,3,0_0,0,36,ClassGen
0,Fathers,EBV37,0.732030026714272,home,3,0_0,0,37,ClassGen
1,Female candidates,EBV37,0.33971200126552464,home,3,0_0,0,37,ClassGen
2,Male candidates,EBV37,0.8706375892913331,home,3,0_0,0,37,ClassGen
3,Male candidates1,EBV37,0.20584729352661232,home,3,0_0,0,37,ClassGen
4,Mothers,EBV37,0.5417896653988628,home,3,0_0,0,37,ClassGen
0,Fathers,EBV38,0.8983486611141513,home,3,0_0,0,38,ClassGen
1,Female candidates,EBV38,0.345070468298729,home,3,0_0,0,38,ClassGen
2,Male candidates,EBV38,0.8462510173692606,home,3,0_0,0,38,ClassGen
3,Male candidates1,EBV38,0.419194329719935,home,3,0_0,0,38,ClassGen
4,Mothers,EBV38,0.5340976747915592,home,3,0_0,0,38,ClassGen
0,Fathers,EBV39,0.8520133338536077,home,3,0_0,0,39,ClassGen
1,Female candidates,EBV39,0.3654908644326482,home,3,0_0,0,39,ClassGen
2,Male candidates,EBV39,0.5559863800710412,home,3,0_0,0,39,ClassGen
3,Male candidates1,EBV39,0.361346500631919,home,3,0_0,0,39,ClassGen
4,Mothers,EBV39,0.5206222768146225,home,3,0_0,0,39,ClassGen
0,Fathers,EBV40,0.8726278815536689,home,3,0_0,0,40,ClassGen
1,Female candidates,EBV40,0.37226994999512925,home,3,0_0,0,40,ClassGen
2,Male candidates,EBV40,0.8725163182198008,home,3,0_0,0,40,ClassGen
3,Male candidates1,EBV40,0.09500447116365437,home,3,0_0,0,40,ClassGen
4,Mothers,EBV40,0.5036483340348683,home,3,0_0,0,40,ClassGen
0,Fathers,EBV41,0.5808285554853228,home,3,0_0,0,41,ClassGen
1,Female candidates,EBV41,0.41711620032378827,home,3,0_0,0,41,ClassGen
2,Male candidates,EBV41,0.1881801910637739,home,3,0_0,0,41,ClassGen
3,Mothers,EBV41,0.5958550990996716,home,3,0_0,0,41,ClassGen
0,Fathers,EBV42,0.6009679537227279,home,3,0_0,0,42,ClassGen
1,Female candidates,EBV42,0.4270123608043614,home,3,0_0,0,42,ClassGen
2,Male candidates,EBV42,0.7454338559705056,home,3,0_0,0,42,ClassGen
3,Mothers,EBV42,0.6407452715277996,home,3,0_0,0,42,ClassGen
0,Fathers,EBV43,0.7822239836133492,home,3,0_0,0,43,ClassGen
1,Female candidates,EBV43,0.48243357376198037,home,3,0_0,0,43,ClassGen
2,Male candidates,EBV43,0.8658484299908525,home,3,0_0,0,43,ClassGen
3,Mothers,EBV43,0.6669486928907992,home,3,0_0,0,43,ClassGen
0,Fathers,EBV44,0.8931722584551359,home,3,0_0,0,44,ClassGen
1,Female candidates,EBV44,0.5359384824948116,home,3,0_0,0,44,ClassGen
2,Male candidates,EBV44,0.7231638710830812,home,3,0_0,0,44,ClassGen
3,Mothers,EBV44,0.6925956263194164,home,3,0_0,0,44,ClassGen
0,Fathers,EBV45,0.8594507890386939,home,3,0_0,0,45,ClassGen
1,Female candidates,EBV45,0.5973840154552655,home,3,0_0,0,45,ClassGen
2,Male candidates,EBV45,0.8546387495343322,home,3,0_0,0,45,ClassGen
3,Mothers,EBV45,0.711099317769846,home,3,0_0,0,45,ClassGen
0,Fathers,EBV46,0.8342815233823817,home,3,0_0,0,46,ClassGen
1,Female candidates,EBV46,0.5417225291115118,home,3,0_0,0,46,ClassGen
2,Male candidates,EBV46,0.7663229560563407,home,3,0_0,0,46,ClassGen
3,Mothers,EBV46,0.7195618690133279,home,3,0_0,0,46,ClassGen
0,Fathers,EBV47,0.6920757301099199,home,3,0_0,0,47,ClassGen
1,Female candidates,EBV47,0.5127199314134991,home,3,0_0,0,47,ClassGen
2,Male candidates,EBV47,0.7685480899683791,home,3,0_0,0,47,ClassGen
3,Mothers,EBV47,0.7352691448659129,home,3,0_0,0,47,ClassGen
0,Fathers,EBV48,0.7465563417968439,home,3,0_0,0,48,ClassGen
1,Female candidates,EBV48,0.48794703848876314,home,3,0_0,0,48,ClassGen
2,Male candidates,EBV48,0.7419530302246856,home,3,0_0,0,48,ClassGen
3,Mothers,EBV48,0.7415386065447038,home,3,0_0,0,48,ClassGen
0,Fathers,EBV49,0.8214323805423325,home,3,0_0,0,49,ClassGen
1,Female candidates,EBV49,0.4955017779330307,home,3,0_0,0,49,ClassGen
2,Male candidates,EBV49,0.8071642157408896,home,3,0_0,0,49,ClassGen
3,Mothers,EBV49,0.7271963586563812,home,3,0_0,0,49,ClassGen
0,Fathers,EBV50,0.7753281139078821,home,3,0_0,0,50,ClassGen
1,Female candidates,EBV50,0.47103617455228836,home,3,0_0,0,50,ClassGen
2,Male candidates,EBV50,0.8715584411661572,home,3,0_0,0,50,ClassGen
3,Mothers,EBV50,0.7154938461718398,home,3,0_0,0,50,ClassGen
0,Fathers,EBV21,0.2902797860478336,import,3,0_0,0,21,ClassGen
1,Female candidates,EBV21,0.2519798174721981,import,3,0_0,0,21,ClassGen
2,Male candidates,EBV21,0.18486760523327614,import,3,0_0,0,21,ClassGen
3,Male candidates1,EBV21,0.19770838787405234,import,3,0_0,0,21,ClassGen
4,Mothers,EBV21,0.6555031108232309,import,3,0_0,0,21,ClassGen
0,Fathers,EBV22,0.19114947372392654,import,3,0_0,0,22,ClassGen
1,Female candidates,EBV22,0.30902779065056674,import,3,0_0,0,22,ClassGen
2,Male candidates,EBV22,0.17092722141150904,import,3,0_0,0,22,ClassGen
3,Male candidates1,EBV22,0.15835129783118404,import,3,0_0,0,22,ClassGen
4,Mothers,EBV22,0.6550184329479511,import,3,0_0,0,22,ClassGen
0,Fathers,EBV23,0.17311421863767928,import,3,0_0,0,23,ClassGen
1,Female candidates,EBV23,0.40102656196701714,import,3,0_0,0,23,ClassGen
2,Male candidates,EBV23,0.1611479410399713,import,3,0_0,0,23,ClassGen
3,Male candidates1,EBV23,0.1609654421951268,import,3,0_0,0,23,ClassGen
4,Mothers,EBV23,0.6724858914672469,import,3,0_0,0,23,ClassGen
0,Fathers,EBV24,-0.4311604658890666,import,3,0_0,0,24,ClassGen
1,Female candidates,EBV24,0.3028075131283702,import,3,0_0,0,24,ClassGen
2,Male candidates,EBV24,0.4304458592032867,import,3,0_0,0,24,ClassGen
3,Male candidates1,EBV24,-0.06739254521780913,import,3,0_0,0,24,ClassGen
4,Mothers,EBV24,0.7492951166597812,import,3,0_0,0,24,ClassGen
0,Fathers,EBV25,-0.20115277871330103,import,3,0_0,0,25,ClassGen
1,Female candidates,EBV25,0.3081666516779038,import,3,0_0,0,25,ClassGen
2,Male candidates,EBV25,0.40105858452735843,import,3,0_0,0,25,ClassGen
3,Male candidates1,EBV25,-0.12088432720313026,import,3,0_0,0,25,ClassGen
4,Mothers,EBV25,0.7228642751481068,import,3,0_0,0,25,ClassGen
0,Fathers,EBV26,0.06871924642573354,import,3,0_0,0,26,ClassGen
1,Female candidates,EBV26,0.2735395204308488,import,3,0_0,0,26,ClassGen
2,Male candidates,EBV26,0.4098418481185862,import,3,0_0,0,26,ClassGen
3,Male candidates1,EBV26,0.1755291519984059,import,3,0_0,0,26,ClassGen
4,Mothers,EBV26,0.6831867422779447,import,3,0_0,0,26,ClassGen
0,Fathers,EBV27,0.6260483196756177,import,3,0_0,0,27,ClassGen
1,Female candidates,EBV27,0.34213775164496185,import,3,0_0,0,27,ClassGen
2,Male candidates,EBV27,0.46732688593857774,import,3,0_0,0,27,ClassGen
3,Male candidates1,EBV27,0.3757540086300858,import,3,0_0,0,27,ClassGen
4,Mothers,EBV27,0.619154242711365,import,3,0_0,0,27,ClassGen
0,Fathers,EBV28,0.7104171486369694,import,3,0_0,0,28,ClassGen
1,Female candidates,EBV28,0.303106331800748,import,3,0_0,0,28,ClassGen
2,Male candidates,EBV28,0.4803183388058371,import,3,0_0,0,28,ClassGen
3,Male candidates1,EBV28,0.14683001664693354,import,3,0_0,0,28,ClassGen
4,Mothers,EBV28,0.642274791331736,import,3,0_0,0,28,ClassGen
0,Fathers,EBV29,0.7295453791232335,import,3,0_0,0,29,ClassGen
1,Female candidates,EBV29,0.3049310942549157,import,3,0_0,0,29,ClassGen
2,Male candidates,EBV29,0.450047301353211,import,3,0_0,0,29,ClassGen
3,Male candidates1,EBV29,0.216313814969008,import,3,0_0,0,29,ClassGen
4,Mothers,EBV29,0.6155976266959576,import,3,0_0,0,29,ClassGen
0,Fathers,EBV30,0.44656820410929493,import,3,0_0,0,30,ClassGen
1,Female candidates,EBV30,0.2747363862990003,import,3,0_0,0,30,ClassGen
2,Male candidates,EBV30,0.5614146564458858,import,3,0_0,0,30,ClassGen
3,Male candidates1,EBV30,0.2810249719004683,import,3,0_0,0,30,ClassGen
4,Mothers,EBV30,0.6107517594744384,import,3,0_0,0,30,ClassGen
0,Fathers,EBV31,0.47735806809685755,import,3,0_0,0,31,ClassGen
1,Female candidates,EBV31,0.39611468180514686,import,3,0_0,0,31,ClassGen
2,Male candidates,EBV31,0.2563160501967252,import,3,0_0,0,31,ClassGen
3,Mothers,EBV31,0.7617131698616139,import,3,0_0,0,31,ClassGen
0,Fathers,EBV32,0.5407233562005993,import,3,0_0,0,32,ClassGen
1,Female candidates,EBV32,0.360749828468793,import,3,0_0,0,32,ClassGen
2,Male candidates,EBV32,0.7790961813257568,import,3,0_0,0,32,ClassGen
3,Mothers,EBV32,0.7219799518021863,import,3,0_0,0,32,ClassGen
0,Fathers,EBV33,0.8094365409652948,import,3,0_0,0,33,ClassGen
1,Female candidates,EBV33,0.3411415018252505,import,3,0_0,0,33,ClassGen
2,Male candidates,EBV33,0.7506223392871877,import,3,0_0,0,33,ClassGen
3,Mothers,EBV33,0.7156568426329675,import,3,0_0,0,33,ClassGen
0,Fathers,EBV34,0.8754438236714233,import,3,0_0,0,34,ClassGen
1,Female candidates,EBV34,0.4425385272102438,import,3,0_0,0,34,ClassGen
2,Male candidates,EBV34,0.8164847206134594,import,3,0_0,0,34,ClassGen
3,Mothers,EBV34,0.7000245689360017,import,3,0_0,0,34,ClassGen
0,Fathers,EBV35,0.9381123343981209,import,3,0_0,0,35,ClassGen
1,Female candidates,EBV35,0.4783706175619638,import,3,0_0,0,35,ClassGen
2,Male candidates,EBV35,0.8194344197454295,import,3,0_0,0,35,ClassGen
3,Mothers,EBV35,0.7077994512009392,import,3,0_0,0,35,ClassGen
0,Fathers,EBV36,0.8892898716149077,import,3,0_0,0,36,ClassGen
1,Female candidates,EBV36,0.47249167388232394,import,3,0_0,0,36,ClassGen
2,Male candidates,EBV36,0.8200561659386062,import,3,0_0,0,36,ClassGen
3,Mothers,EBV36,0.7229950087732107,import,3,0_0,0,36,ClassGen
0,Fathers,EBV37,0.8308912391799258,import,3,0_0,0,37,ClassGen
1,Female candidates,EBV37,0.43585953934056676,import,3,0_0,0,37,ClassGen
2,Male candidates,EBV37,0.8043231514339456,import,3,0_0,0,37,ClassGen
3,Mothers,EBV37,0.7332933313023189,import,3,0_0,0,37,ClassGen
0,Fathers,EBV38,0.7611374553380754,import,3,0_0,0,38,ClassGen
1,Female candidates,EBV38,0.4516245511174688,import,3,0_0,0,38,ClassGen
2,Male candidates,EBV38,0.795553014284687,import,3,0_0,0,38,ClassGen
3,Mothers,EBV38,0.7329123535149437,import,3,0_0,0,38,ClassGen
0,Fathers,EBV39,0.7468902759854776,import,3,0_0,0,39,ClassGen
1,Female candidates,EBV39,0.4496201055987045,import,3,0_0,0,39,ClassGen
2,Male candidates,EBV39,0.7855779375338675,import,3,0_0,0,39,ClassGen
3,Mothers,EBV39,0.7313606334662451,import,3,0_0,0,39,ClassGen
0,Fathers,EBV40,0.7932955989459004,import,3,0_0,0,40,ClassGen
1,Female candidates,EBV40,0.42569864906595595,import,3,0_0,0,40,ClassGen
2,Male candidates,EBV40,0.8037334508395301,import,3,0_0,0,40,ClassGen
3,Mothers,EBV40,0.7368054943798744,import,3,0_0,0,40,ClassGen
0,Fathers,EBV41,0.7090970107213916,import,3,0_0,0,41,ClassGen
1,Female candidates,EBV41,0.43108775144264677,import,3,0_0,0,41,ClassGen
2,Male candidates,EBV41,0.7859270238672574,import,3,0_0,0,41,ClassGen
3,Mothers,EBV41,0.7326864679444265,import,3,0_0,0,41,ClassGen
0,Fathers,EBV42,0.7840457474361083,import,3,0_0,0,42,ClassGen
1,Female candidates,EBV42,0.4501321815956697,import,3,0_0,0,42,ClassGen
2,Male candidates,EBV42,0.820263351440479,import,3,0_0,0,42,ClassGen
3,Mothers,EBV42,0.7394025794326793,import,3,0_0,0,42,ClassGen
0,Fathers,EBV43,0.8400844336222834,import,3,0_0,0,43,ClassGen
1,Female candidates,EBV43,0.4284381517187062,import,3,0_0,0,43,ClassGen
2,Male candidates,EBV43,0.7965680437155989,import,3,0_0,0,43,ClassGen
3,Mothers,EBV43,0.7415047428841903,import,3,0_0,0,43,ClassGen
0,Fathers,EBV44,0.7866431616923587,import,3,0_0,0,44,ClassGen
1,Female candidates,EBV44,0.44742177230796437,import,3,0_0,0,44,ClassGen
2,Male candidates,EBV44,0.8232183282861294,import,3,0_0,0,44,ClassGen
3,Mothers,EBV44,0.7466933400377516,import,3,0_0,0,44,ClassGen
0,Fathers,EBV45,0.8452119161381568,import,3,0_0,0,45,ClassGen
1,Female candidates,EBV45,0.4259358343445551,import,3,0_0,0,45,ClassGen
2,Male candidates,EBV45,0.8475794897309508,import,3,0_0,0,45,ClassGen
3,Mothers,EBV45,0.7395143477956316,import,3,0_0,0,45,ClassGen
0,Fathers,EBV46,0.8357766697271698,import,3,0_0,0,46,ClassGen
1,Female candidates,EBV46,0.44662951398122164,import,3,0_0,0,46,ClassGen
2,Male candidates,EBV46,0.8329586285553803,import,3,0_0,0,46,ClassGen
3,Mothers,EBV46,0.7371098042555514,import,3,0_0,0,46,ClassGen
0,Fathers,EBV47,0.7985168877942724,import,3,0_0,0,47,ClassGen
1,Female candidates,EBV47,0.44209186850248194,import,3,0_0,0,47,ClassGen
2,Male candidates,EBV47,0.8144460823960445,import,3,0_0,0,47,ClassGen
3,Mothers,EBV47,0.7363476345252566,import,3,0_0,0,47,ClassGen
0,Fathers,EBV48,0.8166496379467564,import,3,0_0,0,48,ClassGen
1,Female candidates,EBV48,0.44674361946064256,import,3,0_0,0,48,ClassGen
2,Male candidates,EBV48,0.8307159593328345,import,3,0_0,0,48,ClassGen
3,Mothers,EBV48,0.7424701006634947,import,3,0_0,0,48,ClassGen
0,Fathers,EBV49,0.8376997200500176,import,3,0_0,0,49,ClassGen
1,Female candidates,EBV49,0.4625217052618611,import,3,0_0,0,49,ClassGen
2,Male candidates,EBV49,0.8459788938581639,import,3,0_0,0,49,ClassGen
3,Mothers,EBV49,0.7439106924083407,import,3,0_0,0,49,ClassGen
0,Fathers,EBV50,0.8158465594802496,import,3,0_0,0,50,ClassGen
1,Female candidates,EBV50,0.43857812380806765,import,3,0_0,0,50,ClassGen
2,Male candidates,EBV50,0.8569111415798685,import,3,0_0,0,50,ClassGen
3,Mothers,EBV50,0.7462846674754025,import,3,0_0,0,50,ClassGen
0,Fathers,EBV21,0.16143057765398663,home,2,10_10,0,21,ClassGen
1,Female candidates,EBV21,0.014295318136561258,home,2,10_10,0,21,ClassGen
2,Male candidates,EBV21,0.5493109483151053,home,2,10_10,0,21,ClassGen
3,Male candidates1,EBV21,0.048857096439459895,home,2,10_10,0,21,ClassGen
4,Mothers,EBV21,0.3484320549147398,home,2,10_10,0,21,ClassGen
0,Fathers,EBV22,0.1201205240091357,home,2,10_10,0,22,ClassGen
1,Female candidates,EBV22,0.17680999759441615,home,2,10_10,0,22,ClassGen
2,Male candidates,EBV22,0.3800291566236387,home,2,10_10,0,22,ClassGen
3,Male candidates1,EBV22,0.19784891483163367,home,2,10_10,0,22,ClassGen
4,Mothers,EBV22,0.42360228212460166,home,2,10_10,0,22,ClassGen
0,Fathers,EBV23,0.2822298323407391,home,2,10_10,0,23,ClassGen
1,Female candidates,EBV23,0.2032433635438194,home,2,10_10,0,23,ClassGen
2,Male candidates,EBV23,-0.04044628788920808,home,2,10_10,0,23,ClassGen
3,Male candidates1,EBV23,0.08474898702520199,home,2,10_10,0,23,ClassGen
4,Mothers,EBV23,0.5096282557724868,home,2,10_10,0,23,ClassGen
0,Fathers,EBV24,0.6616433645718093,home,2,10_10,0,24,ClassGen
1,Female candidates,EBV24,0.33888112786234414,home,2,10_10,0,24,ClassGen
2,Male candidates,EBV24,0.842234858157099,home,2,10_10,0,24,ClassGen
3,Male candidates1,EBV24,0.213576258760102,home,2,10_10,0,24,ClassGen
4,Mothers,EBV24,0.5788674810828484,home,2,10_10,0,24,ClassGen
0,Fathers,EBV25,0.3651853796141786,home,2,10_10,0,25,ClassGen
1,Female candidates,EBV25,0.3508322916022358,home,2,10_10,0,25,ClassGen
2,Male candidates,EBV25,0.948136900650058,home,2,10_10,0,25,ClassGen
3,Male candidates1,EBV25,0.14781259744941896,home,2,10_10,0,25,ClassGen
4,Mothers,EBV25,0.6021672442198204,home,2,10_10,0,25,ClassGen
0,Fathers,EBV26,0.8058344306112145,home,2,10_10,0,26,ClassGen
1,Female candidates,EBV26,0.3986202648937671,home,2,10_10,0,26,ClassGen
2,Male candidates,EBV26,0.7795739768562447,home,2,10_10,0,26,ClassGen
3,Male candidates1,EBV26,0.5794298981373357,home,2,10_10,0,26,ClassGen
4,Mothers,EBV26,0.6050884464240236,home,2,10_10,0,26,ClassGen
0,Fathers,EBV27,0.6875205585883744,home,2,10_10,0,27,ClassGen
1,Female candidates,EBV27,0.34738307705547483,home,2,10_10,0,27,ClassGen
2,Male candidates,EBV27,0.9829099913948046,home,2,10_10,0,27,ClassGen
3,Male candidates1,EBV27,0.32842744186474004,home,2,10_10,0,27,ClassGen
4,Mothers,EBV27,0.5841549586914778,home,2,10_10,0,27,ClassGen
0,Fathers,EBV28,0.8627648077648536,home,2,10_10,0,28,ClassGen
1,Female candidates,EBV28,0.3695965285519911,home,2,10_10,0,28,ClassGen
2,Male candidates,EBV28,0.8612322630137318,home,2,10_10,0,28,ClassGen
3,Male candidates1,EBV28,0.25217420741499913,home,2,10_10,0,28,ClassGen
4,Mothers,EBV28,0.580036099667237,home,2,10_10,0,28,ClassGen
0,Fathers,EBV29,0.8649030557681875,home,2,10_10,0,29,ClassGen
1,Female candidates,EBV29,0.36264458173335423,home,2,10_10,0,29,ClassGen
2,Male candidates,EBV29,0.9376291500965683,home,2,10_10,0,29,ClassGen
3,Male candidates1,EBV29,0.03159852736486009,home,2,10_10,0,29,ClassGen
4,Mothers,EBV29,0.5641408440494822,home,2,10_10,0,29,ClassGen
0,Fathers,EBV30,0.9213477625849031,home,2,10_10,0,30,ClassGen
1,Female candidates,EBV30,0.39258350012170873,home,2,10_10,0,30,ClassGen
2,Male candidates,EBV30,0.8966504516852597,home,2,10_10,0,30,ClassGen
3,Male candidates1,EBV30,0.3278076715565565,home,2,10_10,0,30,ClassGen
4,Mothers,EBV30,0.5578003760764078,home,2,10_10,0,30,ClassGen
0,Fathers,EBV31,0.939882273689912,home,2,10_10,0,31,ClassGen
1,Female candidates,EBV31,0.3756909379983022,home,2,10_10,0,31,ClassGen
2,Male candidates,EBV31,0.8178934107784028,home,2,10_10,0,31,ClassGen
3,Male candidates1,EBV31,0.5332537298596459,home,2,10_10,0,31,ClassGen
4,Mothers,EBV31,0.5501742762562599,home,2,10_10,0,31,ClassGen
0,Fathers,EBV32,0.8273135859828483,home,2,10_10,0,32,ClassGen
1,Female candidates,EBV32,0.3624826227678598,home,2,10_10,0,32,ClassGen
2,Male candidates,EBV32,0.9045504120240547,home,2,10_10,0,32,ClassGen
3,Male candidates1,EBV32,0.32840760820054166,home,2,10_10,0,32,ClassGen
4,Mothers,EBV32,0.5389778172804639,home,2,10_10,0,32,ClassGen
0,Fathers,EBV33,0.7257055667578632,home,2,10_10,0,33,ClassGen
1,Female candidates,EBV33,0.32071214368871137,home,2,10_10,0,33,ClassGen
2,Male candidates,EBV33,0.8029572638644398,home,2,10_10,0,33,ClassGen
3,Male candidates1,EBV33,0.04258642480517916,home,2,10_10,0,33,ClassGen
4,Mothers,EBV33,0.5357687526107842,home,2,10_10,0,33,ClassGen
0,Fathers,EBV34,0.5880502236000841,home,2,10_10,0,34,ClassGen
1,Female candidates,EBV34,0.31668268899577545,home,2,10_10,0,34,ClassGen
2,Male candidates,EBV34,0.718454398804028,home,2,10_10,0,34,ClassGen
3,Male candidates1,EBV34,0.3011351417689912,home,2,10_10,0,34,ClassGen
4,Mothers,EBV34,0.5399812056079497,home,2,10_10,0,34,ClassGen
0,Fathers,EBV35,0.7940569691074039,home,2,10_10,0,35,ClassGen
1,Female candidates,EBV35,0.33960814365404557,home,2,10_10,0,35,ClassGen
2,Male candidates,EBV35,0.6805833843730001,home,2,10_10,0,35,ClassGen
3,Male candidates1,EBV35,0.17305660289821445,home,2,10_10,0,35,ClassGen
4,Mothers,EBV35,0.550502721237575,home,2,10_10,0,35,ClassGen
0,Fathers,EBV36,0.7726048482214899,home,2,10_10,0,36,ClassGen
1,Female candidates,EBV36,0.2898101441019456,home,2,10_10,0,36,ClassGen
2,Male candidates,EBV36,0.11522282239348841,home,2,10_10,0,36,ClassGen
3,Male candidates1,EBV36,0.08325675835326028,home,2,10_10,0,36,ClassGen
4,Mothers,EBV36,0.5443518126615267,home,2,10_10,0,36,ClassGen
0,Fathers,EBV37,0.6775254372155947,home,2,10_10,0,37,ClassGen
1,Female candidates,EBV37,0.25300884315370703,home,2,10_10,0,37,ClassGen
2,Male candidates,EBV37,-0.2497993154538324,home,2,10_10,0,37,ClassGen
3,Male candidates1,EBV37,0.19114671800180916,home,2,10_10,0,37,ClassGen
4,Mothers,EBV37,0.5305748112240509,home,2,10_10,0,37,ClassGen
0,Fathers,EBV38,0.2466935267791474,home,2,10_10,0,38,ClassGen
1,Female candidates,EBV38,0.24233221547618858,home,2,10_10,0,38,ClassGen
2,Male candidates,EBV38,0.04569442134185962,home,2,10_10,0,38,ClassGen
3,Male candidates1,EBV38,0.2134669609102511,home,2,10_10,0,38,ClassGen
4,Mothers,EBV38,0.5244994898221255,home,2,10_10,0,38,ClassGen
0,Fathers,EBV39,0.24231636884847915,home,2,10_10,0,39,ClassGen
1,Female candidates,EBV39,0.18131292360051332,home,2,10_10,0,39,ClassGen
2,Male candidates,EBV39,-0.07795025589992964,home,2,10_10,0,39,ClassGen
3,Male candidates1,EBV39,0.5295437032100508,home,2,10_10,0,39,ClassGen
4,Mothers,EBV39,0.5215031742496341,home,2,10_10,0,39,ClassGen
0,Fathers,EBV40,0.3218528142234287,home,2,10_10,0,40,ClassGen
1,Female candidates,EBV40,0.21804999542402712,home,2,10_10,0,40,ClassGen
2,Male candidates,EBV40,-0.6352820823392957,home,2,10_10,0,40,ClassGen
3,Male candidates1,EBV40,0.12602217926546935,home,2,10_10,0,40,ClassGen
4,Mothers,EBV40,0.5249866251208702,home,2,10_10,0,40,ClassGen
0,Fathers,EBV41,0.6273778841424434,home,2,10_10,0,41,ClassGen
1,Female candidates,EBV41,0.4497334543942491,home,2,10_10,0,41,ClassGen
2,Male candidates,EBV41,0.6539360111259587,home,2,10_10,0,41,ClassGen
3,Mothers,EBV41,0.6306279198279277,home,2,10_10,0,41,ClassGen
0,Fathers,EBV42,0.7319548274852294,home,2,10_10,0,42,ClassGen
1,Female candidates,EBV42,0.3265052855448757,home,2,10_10,0,42,ClassGen
2,Male candidates,EBV42,0.8488060246828261,home,2,10_10,0,42,ClassGen
3,Mothers,EBV42,0.6915430699354045,home,2,10_10,0,42,ClassGen
0,Fathers,EBV43,0.8883069394649865,home,2,10_10,0,43,ClassGen
1,Female candidates,EBV43,0.3987700243451444,home,2,10_10,0,43,ClassGen
2,Male candidates,EBV43,0.851347576533828,home,2,10_10,0,43,ClassGen
3,Mothers,EBV43,0.7198889060982414,home,2,10_10,0,43,ClassGen
0,Fathers,EBV44,0.9341368546128515,home,2,10_10,0,44,ClassGen
1,Female candidates,EBV44,0.5158581386333375,home,2,10_10,0,44,ClassGen
2,Male candidates,EBV44,0.8601809556604071,home,2,10_10,0,44,ClassGen
3,Mothers,EBV44,0.7313676316057607,home,2,10_10,0,44,ClassGen
0,Fathers,EBV45,0.9040390515226385,home,2,10_10,0,45,ClassGen
1,Female candidates,EBV45,0.562025018745942,home,2,10_10,0,45,ClassGen
2,Male candidates,EBV45,0.9102574143446591,home,2,10_10,0,45,ClassGen
3,Mothers,EBV45,0.7409241398862451,home,2,10_10,0,45,ClassGen
0,Fathers,EBV46,0.8401095852578055,home,2,10_10,0,46,ClassGen
1,Female candidates,EBV46,0.5303510115833384,home,2,10_10,0,46,ClassGen
2,Male candidates,EBV46,0.8786700058769372,home,2,10_10,0,46,ClassGen
3,Mothers,EBV46,0.7578531580978369,home,2,10_10,0,46,ClassGen
0,Fathers,EBV47,0.8081866620792836,home,2,10_10,0,47,ClassGen
1,Female candidates,EBV47,0.46918811206481986,home,2,10_10,0,47,ClassGen
2,Male candidates,EBV47,0.7602545402372243,home,2,10_10,0,47,ClassGen
3,Mothers,EBV47,0.7643182555136891,home,2,10_10,0,47,ClassGen
0,Fathers,EBV48,0.7910065041275938,home,2,10_10,0,48,ClassGen
1,Female candidates,EBV48,0.45737277081332767,home,2,10_10,0,48,ClassGen
2,Male candidates,EBV48,0.7450969596049777,home,2,10_10,0,48,ClassGen
3,Mothers,EBV48,0.7671179190431312,home,2,10_10,0,48,ClassGen
0,Fathers,EBV49,0.6936699037476712,home,2,10_10,0,49,ClassGen
1,Female candidates,EBV49,0.4798589436147091,home,2,10_10,0,49,ClassGen
2,Male candidates,EBV49,0.789324711933061,home,2,10_10,0,49,ClassGen
3,Mothers,EBV49,0.7617635385215729,home,2,10_10,0,49,ClassGen
0,Fathers,EBV50,0.7250049854474981,home,2,10_10,0,50,ClassGen
