,Category,EBVGen,Cor,Group,Trait,Scenario,Rep,Generation,Strategy
3,Mothers,EBV43,0.015583510707911887,import,3,0_0,1,43,ClassGen
0,Fathers,EBV44,-0.14548929140324238,import,3,0_0,1,44,ClassGen
1,Female candidates,EBV44,0.005949885521000054,import,3,0_0,1,44,ClassGen
2,Male candidates,EBV44,-0.032716805262588085,import,3,0_0,1,44,ClassGen
3,Mothers,EBV44,0.01112157744550827,import,3,0_0,1,44,ClassGen
0,Fathers,EBV45,-0.0730917764411168,import,3,0_0,1,45,ClassGen
1,Female candidates,EBV45,0.005519649962960636,import,3,0_0,1,45,ClassGen
2,Male candidates,EBV45,-0.05463805971882224,import,3,0_0,1,45,ClassGen
3,Mothers,EBV45,0.002027723603557838,import,3,0_0,1,45,ClassGen
0,Fathers,EBV46,-0.01984854098317559,import,3,0_0,1,46,ClassGen
1,Female candidates,EBV46,-0.026346776041240434,import,3,0_0,1,46,ClassGen
2,Male candidates,EBV46,-0.0009529465530842107,import,3,0_0,1,46,ClassGen
3,Mothers,EBV46,-0.0021009817856601867,import,3,0_0,1,46,ClassGen
0,Fathers,EBV47,-0.025148509993103797,import,3,0_0,1,47,ClassGen
1,Female candidates,EBV47,0.03783127932178041,import,3,0_0,1,47,ClassGen
2,Male candidates,EBV47,0.02034888116294378,import,3,0_0,1,47,ClassGen
3,Mothers,EBV47,-0.018018782627166743,import,3,0_0,1,47,ClassGen
0,Fathers,EBV48,0.07614578340930193,import,3,0_0,1,48,ClassGen
1,Female candidates,EBV48,0.013813454358090144,import,3,0_0,1,48,ClassGen
2,Male candidates,EBV48,0.01845628517386315,import,3,0_0,1,48,ClassGen
3,Mothers,EBV48,0.0015124474133256815,import,3,0_0,1,48,ClassGen
0,Fathers,EBV49,-0.03772719357124788,import,3,0_0,1,49,ClassGen
1,Female candidates,EBV49,0.004054301317016866,import,3,0_0,1,49,ClassGen
2,Male candidates,EBV49,-0.06671514551812757,import,3,0_0,1,49,ClassGen
3,Mothers,EBV49,0.016192049012971284,import,3,0_0,1,49,ClassGen
0,Fathers,EBV50,0.10168515583034864,import,3,0_0,1,50,ClassGen
1,Female candidates,EBV50,-0.020753445590750125,import,3,0_0,1,50,ClassGen
2,Male candidates,EBV50,0.06812568981632137,import,3,0_0,1,50,ClassGen
3,Mothers,EBV50,-0.007580783061090044,import,3,0_0,1,50,ClassGen
0,Fathers,EBV21,0.05418058203428819,home,2,10_10,1,21,ClassGen
1,Female candidates,EBV21,0.10482679058570016,home,2,10_10,1,21,ClassGen
2,Male candidates,EBV21,0.36832798941743483,home,2,10_10,1,21,ClassGen
3,Male candidates1,EBV21,-0.19141006920176712,home,2,10_10,1,21,ClassGen
4,Mothers,EBV21,0.4262748429034432,home,2,10_10,1,21,ClassGen
0,Fathers,EBV22,0.12199474910959505,home,2,10_10,1,22,ClassGen
1,Female candidates,EBV22,0.15533587075401828,home,2,10_10,1,22,ClassGen
2,Male candidates,EBV22,-0.2927422573084532,home,2,10_10,1,22,ClassGen
3,Male candidates1,EBV22,0.17062227602536428,home,2,10_10,1,22,ClassGen
4,Mothers,EBV22,0.4238526760482317,home,2,10_10,1,22,ClassGen
0,Fathers,EBV23,-0.14665192640699415,home,2,10_10,1,23,ClassGen
1,Female candidates,EBV23,0.1785585762712967,home,2,10_10,1,23,ClassGen
2,Male candidates,EBV23,0.2846739783183174,home,2,10_10,1,23,ClassGen
3,Male candidates1,EBV23,-0.2120084769964912,home,2,10_10,1,23,ClassGen
4,Mothers,EBV23,0.5195202238865514,home,2,10_10,1,23,ClassGen
0,Fathers,EBV24,0.3904021438581436,home,2,10_10,1,24,ClassGen
1,Female candidates,EBV24,0.3063063176645522,home,2,10_10,1,24,ClassGen
2,Male candidates,EBV24,0.7540821224119647,home,2,10_10,1,24,ClassGen
3,Male candidates1,EBV24,-0.07993144104901971,home,2,10_10,1,24,ClassGen
4,Mothers,EBV24,0.6236053702096522,home,2,10_10,1,24,ClassGen
0,Fathers,EBV25,0.46343148292559916,home,2,10_10,1,25,ClassGen
1,Female candidates,EBV25,0.31883612651635423,home,2,10_10,1,25,ClassGen
2,Male candidates,EBV25,0.6856726049184173,home,2,10_10,1,25,ClassGen
3,Male candidates1,EBV25,-0.06021236109644894,home,2,10_10,1,25,ClassGen
4,Mothers,EBV25,0.6165042009667012,home,2,10_10,1,25,ClassGen
0,Fathers,EBV26,0.32787568403642736,home,2,10_10,1,26,ClassGen
1,Female candidates,EBV26,0.32514190524903674,home,2,10_10,1,26,ClassGen
2,Male candidates,EBV26,0.8598024157240135,home,2,10_10,1,26,ClassGen
3,Male candidates1,EBV26,0.05434115866525658,home,2,10_10,1,26,ClassGen
4,Mothers,EBV26,0.5898998501004817,home,2,10_10,1,26,ClassGen
0,Fathers,EBV27,0.7399800689944829,home,2,10_10,1,27,ClassGen
1,Female candidates,EBV27,0.2903567048582848,home,2,10_10,1,27,ClassGen
2,Male candidates,EBV27,0.9493776345206142,home,2,10_10,1,27,ClassGen
3,Male candidates1,EBV27,0.2717018295068594,home,2,10_10,1,27,ClassGen
4,Mothers,EBV27,0.5225755227985402,home,2,10_10,1,27,ClassGen
0,Fathers,EBV28,0.689088763232828,home,2,10_10,1,28,ClassGen
1,Female candidates,EBV28,0.32551197034442286,home,2,10_10,1,28,ClassGen
2,Male candidates,EBV28,0.9255756796293663,home,2,10_10,1,28,ClassGen
3,Male candidates1,EBV28,0.5162012514146929,home,2,10_10,1,28,ClassGen
4,Mothers,EBV28,0.5370525732428699,home,2,10_10,1,28,ClassGen
0,Fathers,EBV29,0.7413153388915449,home,2,10_10,1,29,ClassGen
1,Female candidates,EBV29,0.29074850958200144,home,2,10_10,1,29,ClassGen
2,Male candidates,EBV29,0.9474261973365216,home,2,10_10,1,29,ClassGen
3,Male candidates1,EBV29,0.4796992804065931,home,2,10_10,1,29,ClassGen
4,Mothers,EBV29,0.5340512859916666,home,2,10_10,1,29,ClassGen
0,Fathers,EBV30,0.8045834931535942,home,2,10_10,1,30,ClassGen
1,Female candidates,EBV30,0.3156112797623634,home,2,10_10,1,30,ClassGen
2,Male candidates,EBV30,0.9518858825654344,home,2,10_10,1,30,ClassGen
3,Male candidates1,EBV30,0.30306943790720886,home,2,10_10,1,30,ClassGen
4,Mothers,EBV30,0.5448829688061785,home,2,10_10,1,30,ClassGen
0,Fathers,EBV31,0.9234247833685684,home,2,10_10,1,31,ClassGen
1,Female candidates,EBV31,0.3404654224100444,home,2,10_10,1,31,ClassGen
2,Male candidates,EBV31,0.8947093610356786,home,2,10_10,1,31,ClassGen
3,Male candidates1,EBV31,0.08351071060417917,home,2,10_10,1,31,ClassGen
4,Mothers,EBV31,0.5278440417169052,home,2,10_10,1,31,ClassGen
0,Fathers,EBV32,0.8823670765990357,home,2,10_10,1,32,ClassGen
1,Female candidates,EBV32,0.26142995924232737,home,2,10_10,1,32,ClassGen
2,Male candidates,EBV32,0.9549100514815496,home,2,10_10,1,32,ClassGen
3,Male candidates1,EBV32,0.23660197608216077,home,2,10_10,1,32,ClassGen
4,Mothers,EBV32,0.5133846681473901,home,2,10_10,1,32,ClassGen
0,Fathers,EBV33,0.90567104174201,home,2,10_10,1,33,ClassGen
1,Female candidates,EBV33,0.2849308487645854,home,2,10_10,1,33,ClassGen
2,Male candidates,EBV33,0.8773549851729832,home,2,10_10,1,33,ClassGen
3,Male candidates1,EBV33,0.14226727122626628,home,2,10_10,1,33,ClassGen
4,Mothers,EBV33,0.5113352348394843,home,2,10_10,1,33,ClassGen
0,Fathers,EBV34,0.7866390799062131,home,2,10_10,1,34,ClassGen
1,Female candidates,EBV34,0.33927755858153563,home,2,10_10,1,34,ClassGen
2,Male candidates,EBV34,0.46060646596160115,home,2,10_10,1,34,ClassGen
3,Male candidates1,EBV34,0.379357488024831,home,2,10_10,1,34,ClassGen
4,Mothers,EBV34,0.5129821262656639,home,2,10_10,1,34,ClassGen
0,Fathers,EBV35,0.5649831895082933,home,2,10_10,1,35,ClassGen
1,Female candidates,EBV35,0.33226076205026717,home,2,10_10,1,35,ClassGen
2,Male candidates,EBV35,-0.2944215951274329,home,2,10_10,1,35,ClassGen
3,Male candidates1,EBV35,0.2376656569450491,home,2,10_10,1,35,ClassGen
4,Mothers,EBV35,0.5177001580158863,home,2,10_10,1,35,ClassGen
0,Fathers,EBV36,0.007162553930834803,home,2,10_10,1,36,ClassGen
1,Female candidates,EBV36,0.26937094016395824,home,2,10_10,1,36,ClassGen
2,Male candidates,EBV36,0.3173746706022173,home,2,10_10,1,36,ClassGen
3,Male candidates1,EBV36,0.35047652416062935,home,2,10_10,1,36,ClassGen
4,Mothers,EBV36,0.5288264250526635,home,2,10_10,1,36,ClassGen
0,Fathers,EBV37,0.05681641536026175,home,2,10_10,1,37,ClassGen
1,Female candidates,EBV37,0.17560959006409524,home,2,10_10,1,37,ClassGen
2,Male candidates,EBV37,-0.004199708414227916,home,2,10_10,1,37,ClassGen
3,Male candidates1,EBV37,0.17089581286195418,home,2,10_10,1,37,ClassGen
4,Mothers,EBV37,0.5292455433859613,home,2,10_10,1,37,ClassGen
0,Fathers,EBV38,0.20752864436052126,home,2,10_10,1,38,ClassGen
1,Female candidates,EBV38,0.2330561190390123,home,2,10_10,1,38,ClassGen
2,Male candidates,EBV38,0.436062787096374,home,2,10_10,1,38,ClassGen
3,Male candidates1,EBV38,-0.29278084604313764,home,2,10_10,1,38,ClassGen
4,Mothers,EBV38,0.5298968004164961,home,2,10_10,1,38,ClassGen
0,Fathers,EBV39,0.7879103664083351,home,2,10_10,1,39,ClassGen
1,Female candidates,EBV39,0.36908296107747174,home,2,10_10,1,39,ClassGen
2,Male candidates,EBV39,-0.6592818487301186,home,2,10_10,1,39,ClassGen
3,Male candidates1,EBV39,0.3774409199545322,home,2,10_10,1,39,ClassGen
4,Mothers,EBV39,0.5474293259634925,home,2,10_10,1,39,ClassGen
0,Fathers,EBV40,0.28867611480616134,home,2,10_10,1,40,ClassGen
1,Female candidates,EBV40,0.3696216188918797,home,2,10_10,1,40,ClassGen
2,Male candidates,EBV40,0.5111608182223223,home,2,10_10,1,40,ClassGen
3,Male candidates1,EBV40,0.5518853696035446,home,2,10_10,1,40,ClassGen
4,Mothers,EBV40,0.5767988615838991,home,2,10_10,1,40,ClassGen
0,Fathers,EBV41,0.6832146685720017,home,2,10_10,1,41,ClassGen
1,Female candidates,EBV41,0.5255930902439416,home,2,10_10,1,41,ClassGen
2,Male candidates,EBV41,0.3489086907975093,home,2,10_10,1,41,ClassGen
3,Mothers,EBV41,0.6687054762156245,home,2,10_10,1,41,ClassGen
0,Fathers,EBV42,0.6053503580573166,home,2,10_10,1,42,ClassGen
1,Female candidates,EBV42,0.357584895730557,home,2,10_10,1,42,ClassGen
2,Male candidates,EBV42,0.8017786650270418,home,2,10_10,1,42,ClassGen
3,Mothers,EBV42,0.7068737097369678,home,2,10_10,1,42,ClassGen
0,Fathers,EBV43,0.8145361341756341,home,2,10_10,1,43,ClassGen
1,Female candidates,EBV43,0.4019595478805755,home,2,10_10,1,43,ClassGen
2,Male candidates,EBV43,0.8005821829029809,home,2,10_10,1,43,ClassGen
3,Mothers,EBV43,0.7392335078866495,home,2,10_10,1,43,ClassGen
0,Fathers,EBV44,0.8778576006413118,home,2,10_10,1,44,ClassGen
1,Female candidates,EBV44,0.5667686589173958,home,2,10_10,1,44,ClassGen
2,Male candidates,EBV44,0.829038192690162,home,2,10_10,1,44,ClassGen
3,Mothers,EBV44,0.730076867115698,home,2,10_10,1,44,ClassGen
0,Fathers,EBV45,0.8928483543281786,home,2,10_10,1,45,ClassGen
1,Female candidates,EBV45,0.6065633213234928,home,2,10_10,1,45,ClassGen
2,Male candidates,EBV45,0.8527410229543698,home,2,10_10,1,45,ClassGen
3,Mothers,EBV45,0.7446029397457087,home,2,10_10,1,45,ClassGen
0,Fathers,EBV46,0.8383332520471227,home,2,10_10,1,46,ClassGen
1,Female candidates,EBV46,0.5822498053012902,home,2,10_10,1,46,ClassGen
2,Male candidates,EBV46,0.8086648053458408,home,2,10_10,1,46,ClassGen
3,Mothers,EBV46,0.7713752491215905,home,2,10_10,1,46,ClassGen
0,Fathers,EBV47,0.7389971330910751,home,2,10_10,1,47,ClassGen
1,Female candidates,EBV47,0.5582682542010897,home,2,10_10,1,47,ClassGen
2,Male candidates,EBV47,0.8128912690390823,home,2,10_10,1,47,ClassGen
3,Mothers,EBV47,0.7776349154578673,home,2,10_10,1,47,ClassGen
0,Fathers,EBV48,0.8423334455564568,home,2,10_10,1,48,ClassGen
1,Female candidates,EBV48,0.48498768002132114,home,2,10_10,1,48,ClassGen
2,Male candidates,EBV48,0.8447060751322709,home,2,10_10,1,48,ClassGen
3,Mothers,EBV48,0.7832882698511677,home,2,10_10,1,48,ClassGen
0,Fathers,EBV49,0.8410824591984719,home,2,10_10,1,49,ClassGen
1,Female candidates,EBV49,0.5068960150650345,home,2,10_10,1,49,ClassGen
2,Male candidates,EBV49,0.8517710547854157,home,2,10_10,1,49,ClassGen
3,Mothers,EBV49,0.7762440598209989,home,2,10_10,1,49,ClassGen
0,Fathers,EBV50,0.7470768762731925,home,2,10_10,1,50,ClassGen
1,Female candidates,EBV50,0.5099502974083977,home,2,10_10,1,50,ClassGen
2,Male candidates,EBV50,0.8891283234848076,home,2,10_10,1,50,ClassGen
3,Mothers,EBV50,0.7614548144688245,home,2,10_10,1,50,ClassGen
0,Fathers,EBV21,0.13294836608281937,import,2,10_10,1,21,ClassGen
1,Female candidates,EBV21,0.296588738601063,import,2,10_10,1,21,ClassGen
2,Male candidates,EBV21,0.2130757902030737,import,2,10_10,1,21,ClassGen
3,Male candidates1,EBV21,0.2038357198080961,import,2,10_10,1,21,ClassGen
4,Mothers,EBV21,0.7043193267333057,import,2,10_10,1,21,ClassGen
0,Fathers,EBV22,0.06315965061470957,import,2,10_10,1,22,ClassGen
1,Female candidates,EBV22,0.44891676491254134,import,2,10_10,1,22,ClassGen
2,Male candidates,EBV22,0.10875667657872606,import,2,10_10,1,22,ClassGen
3,Male candidates1,EBV22,0.12302759824352645,import,2,10_10,1,22,ClassGen
4,Mothers,EBV22,0.6726598149776133,import,2,10_10,1,22,ClassGen
0,Fathers,EBV23,0.6563345130774341,import,2,10_10,1,23,ClassGen
1,Female candidates,EBV23,0.4670972613879137,import,2,10_10,1,23,ClassGen
2,Male candidates,EBV23,0.2606351262686301,import,2,10_10,1,23,ClassGen
3,Male candidates1,EBV23,0.09130263749153887,import,2,10_10,1,23,ClassGen
4,Mothers,EBV23,0.6581999193004664,import,2,10_10,1,23,ClassGen
0,Fathers,EBV24,0.5889190482785812,import,2,10_10,1,24,ClassGen
1,Female candidates,EBV24,0.30467760316779824,import,2,10_10,1,24,ClassGen
2,Male candidates,EBV24,0.26498878727945946,import,2,10_10,1,24,ClassGen
3,Male candidates1,EBV24,0.23251907037807934,import,2,10_10,1,24,ClassGen
4,Mothers,EBV24,0.7654479033120455,import,2,10_10,1,24,ClassGen
0,Fathers,EBV25,0.7085759213650089,import,2,10_10,1,25,ClassGen
1,Female candidates,EBV25,0.38033313260855917,import,2,10_10,1,25,ClassGen
2,Male candidates,EBV25,0.49804864353352485,import,2,10_10,1,25,ClassGen
3,Male candidates1,EBV25,0.1525476855873822,import,2,10_10,1,25,ClassGen
4,Mothers,EBV25,0.7517116967892226,import,2,10_10,1,25,ClassGen
0,Fathers,EBV26,-0.020906788931924693,import,2,10_10,1,26,ClassGen
1,Female candidates,EBV26,0.3701265051394512,import,2,10_10,1,26,ClassGen
2,Male candidates,EBV26,0.38836443741535354,import,2,10_10,1,26,ClassGen
3,Male candidates1,EBV26,0.26065738333879346,import,2,10_10,1,26,ClassGen
4,Mothers,EBV26,0.7053841457918537,import,2,10_10,1,26,ClassGen
0,Fathers,EBV27,0.7910049600764419,import,2,10_10,1,27,ClassGen
1,Female candidates,EBV27,0.30646104120983536,import,2,10_10,1,27,ClassGen
2,Male candidates,EBV27,0.4522345250780077,import,2,10_10,1,27,ClassGen
3,Male candidates1,EBV27,0.30813942387807924,import,2,10_10,1,27,ClassGen
4,Mothers,EBV27,0.618121865687052,import,2,10_10,1,27,ClassGen
0,Fathers,EBV28,0.7718796380658492,import,2,10_10,1,28,ClassGen
1,Female candidates,EBV28,0.31920303600276273,import,2,10_10,1,28,ClassGen
2,Male candidates,EBV28,0.4111579263737778,import,2,10_10,1,28,ClassGen
3,Male candidates1,EBV28,0.24482308096962638,import,2,10_10,1,28,ClassGen
4,Mothers,EBV28,0.6390720851164561,import,2,10_10,1,28,ClassGen
0,Fathers,EBV29,0.6826805351656955,import,2,10_10,1,29,ClassGen
1,Female candidates,EBV29,0.31630414644364985,import,2,10_10,1,29,ClassGen
2,Male candidates,EBV29,0.45847694150882223,import,2,10_10,1,29,ClassGen
3,Male candidates1,EBV29,0.2554891367902387,import,2,10_10,1,29,ClassGen
4,Mothers,EBV29,0.6109550221240999,import,2,10_10,1,29,ClassGen
0,Fathers,EBV30,0.10789638596430849,import,2,10_10,1,30,ClassGen
1,Female candidates,EBV30,0.3145217151792866,import,2,10_10,1,30,ClassGen
2,Male candidates,EBV30,0.41597096477197903,import,2,10_10,1,30,ClassGen
3,Male candidates1,EBV30,0.285094121047058,import,2,10_10,1,30,ClassGen
4,Mothers,EBV30,0.6092507907281159,import,2,10_10,1,30,ClassGen
0,Fathers,EBV31,0.5675336363179003,import,2,10_10,1,31,ClassGen
1,Female candidates,EBV31,0.4248869820775869,import,2,10_10,1,31,ClassGen
2,Male candidates,EBV31,0.14556157567727143,import,2,10_10,1,31,ClassGen
3,Mothers,EBV31,0.7700291592302407,import,2,10_10,1,31,ClassGen
0,Fathers,EBV32,0.5924697250616792,import,2,10_10,1,32,ClassGen
1,Female candidates,EBV32,0.4115715933473755,import,2,10_10,1,32,ClassGen
2,Male candidates,EBV32,0.810649173881847,import,2,10_10,1,32,ClassGen
3,Mothers,EBV32,0.7396914743043068,import,2,10_10,1,32,ClassGen
0,Fathers,EBV33,0.7710110674583276,import,2,10_10,1,33,ClassGen
1,Female candidates,EBV33,0.39152063829925243,import,2,10_10,1,33,ClassGen
2,Male candidates,EBV33,0.794085354417307,import,2,10_10,1,33,ClassGen
3,Mothers,EBV33,0.7174714703666982,import,2,10_10,1,33,ClassGen
0,Fathers,EBV34,0.8493409588445365,import,2,10_10,1,34,ClassGen
1,Female candidates,EBV34,0.42997832730273866,import,2,10_10,1,34,ClassGen
2,Male candidates,EBV34,0.7941577278038383,import,2,10_10,1,34,ClassGen
3,Mothers,EBV34,0.7012238674529853,import,2,10_10,1,34,ClassGen
0,Fathers,EBV35,0.8954868515325842,import,2,10_10,1,35,ClassGen
1,Female candidates,EBV35,0.4484290765539834,import,2,10_10,1,35,ClassGen
2,Male candidates,EBV35,0.7592865785960573,import,2,10_10,1,35,ClassGen
3,Mothers,EBV35,0.7133021579061126,import,2,10_10,1,35,ClassGen
0,Fathers,EBV36,0.9233971207191439,import,2,10_10,1,36,ClassGen
1,Female candidates,EBV36,0.4695471529156369,import,2,10_10,1,36,ClassGen
2,Male candidates,EBV36,0.7861634153656922,import,2,10_10,1,36,ClassGen
3,Mothers,EBV36,0.7225930544735034,import,2,10_10,1,36,ClassGen
0,Fathers,EBV37,0.6893030799488952,import,2,10_10,1,37,ClassGen
1,Female candidates,EBV37,0.4636413817498932,import,2,10_10,1,37,ClassGen
2,Male candidates,EBV37,0.8416391254499007,import,2,10_10,1,37,ClassGen
3,Mothers,EBV37,0.7309192498698319,import,2,10_10,1,37,ClassGen
0,Fathers,EBV38,0.7613550158045268,import,2,10_10,1,38,ClassGen
1,Female candidates,EBV38,0.44573564966661455,import,2,10_10,1,38,ClassGen
2,Male candidates,EBV38,0.8058352466860139,import,2,10_10,1,38,ClassGen
3,Mothers,EBV38,0.7329832087869892,import,2,10_10,1,38,ClassGen
0,Fathers,EBV39,0.8139204665538123,import,2,10_10,1,39,ClassGen
1,Female candidates,EBV39,0.42915092443310315,import,2,10_10,1,39,ClassGen
2,Male candidates,EBV39,0.7784312048190556,import,2,10_10,1,39,ClassGen
3,Mothers,EBV39,0.7305596131320848,import,2,10_10,1,39,ClassGen
0,Fathers,EBV40,0.7389134352989923,import,2,10_10,1,40,ClassGen
1,Female candidates,EBV40,0.439204848788631,import,2,10_10,1,40,ClassGen
2,Male candidates,EBV40,0.7556670565657189,import,2,10_10,1,40,ClassGen
3,Mothers,EBV40,0.7340129263371088,import,2,10_10,1,40,ClassGen
0,Fathers,EBV41,0.776030097894128,import,2,10_10,1,41,ClassGen
1,Female candidates,EBV41,0.4378482433973068,import,2,10_10,1,41,ClassGen
2,Male candidates,EBV41,0.7918715351882566,import,2,10_10,1,41,ClassGen
3,Mothers,EBV41,0.7309833415918359,import,2,10_10,1,41,ClassGen
0,Fathers,EBV42,0.7964344944044385,import,2,10_10,1,42,ClassGen
1,Female candidates,EBV42,0.4368324177016093,import,2,10_10,1,42,ClassGen
2,Male candidates,EBV42,0.8267572911463129,import,2,10_10,1,42,ClassGen
3,Mothers,EBV42,0.7354660921478849,import,2,10_10,1,42,ClassGen
0,Fathers,EBV43,0.7463218275594995,import,2,10_10,1,43,ClassGen
1,Female candidates,EBV43,0.46000978252693375,import,2,10_10,1,43,ClassGen
2,Male candidates,EBV43,0.7849595609118933,import,2,10_10,1,43,ClassGen
3,Mothers,EBV43,0.729123494561968,import,2,10_10,1,43,ClassGen
0,Fathers,EBV44,0.7873026541483603,import,2,10_10,1,44,ClassGen
1,Female candidates,EBV44,0.4264734006488635,import,2,10_10,1,44,ClassGen
2,Male candidates,EBV44,0.8032966303647007,import,2,10_10,1,44,ClassGen
3,Mothers,EBV44,0.7343779496629034,import,2,10_10,1,44,ClassGen
0,Fathers,EBV45,0.6867304946461231,import,2,10_10,1,45,ClassGen
1,Female candidates,EBV45,0.4126847899123111,import,2,10_10,1,45,ClassGen
2,Male candidates,EBV45,0.7983501484812149,import,2,10_10,1,45,ClassGen
3,Mothers,EBV45,0.7346911227790127,import,2,10_10,1,45,ClassGen
0,Fathers,EBV46,0.6605670221421008,import,2,10_10,1,46,ClassGen
1,Female candidates,EBV46,0.3963427068734414,import,2,10_10,1,46,ClassGen
2,Male candidates,EBV46,0.8015743726785792,import,2,10_10,1,46,ClassGen
3,Mothers,EBV46,0.7358466076625817,import,2,10_10,1,46,ClassGen
0,Fathers,EBV47,0.7272687780984934,import,2,10_10,1,47,ClassGen
1,Female candidates,EBV47,0.3826155345311652,import,2,10_10,1,47,ClassGen
2,Male candidates,EBV47,0.806911600096729,import,2,10_10,1,47,ClassGen
3,Mothers,EBV47,0.733046540272272,import,2,10_10,1,47,ClassGen
0,Fathers,EBV48,0.7631208700470378,import,2,10_10,1,48,ClassGen
1,Female candidates,EBV48,0.44742490366071597,import,2,10_10,1,48,ClassGen
2,Male candidates,EBV48,0.8196425119704701,import,2,10_10,1,48,ClassGen
3,Mothers,EBV48,0.7288232971588788,import,2,10_10,1,48,ClassGen
0,Fathers,EBV49,0.7048466748373697,import,2,10_10,1,49,ClassGen
1,Female candidates,EBV49,0.4297376709517182,import,2,10_10,1,49,ClassGen
2,Male candidates,EBV49,0.8042214917611945,import,2,10_10,1,49,ClassGen
3,Mothers,EBV49,0.7280900239494762,import,2,10_10,1,49,ClassGen
0,Fathers,EBV50,0.7046045489096456,import,2,10_10,1,50,ClassGen
1,Female candidates,EBV50,0.43064262380445173,import,2,10_10,1,50,ClassGen
2,Male candidates,EBV50,0.8125274131272827,import,2,10_10,1,50,ClassGen
3,Mothers,EBV50,0.7336482119155349,import,2,10_10,1,50,ClassGen
0,Fathers,EBV21,-0.07755230067458897,home,3,10_10,1,21,ClassGen
1,Female candidates,EBV21,0.11693659146007929,home,3,10_10,1,21,ClassGen
2,Male candidates,EBV21,0.564474025862392,home,3,10_10,1,21,ClassGen
3,Male candidates1,EBV21,-0.2978990295982728,home,3,10_10,1,21,ClassGen
4,Mothers,EBV21,0.41091539685429723,home,3,10_10,1,21,ClassGen
0,Fathers,EBV22,0.05987633415945707,home,3,10_10,1,22,ClassGen
1,Female candidates,EBV22,0.16356168313233527,home,3,10_10,1,22,ClassGen
2,Male candidates,EBV22,0.39920592195692584,home,3,10_10,1,22,ClassGen
3,Male candidates1,EBV22,-0.29026464268527224,home,3,10_10,1,22,ClassGen
4,Mothers,EBV22,0.41946053562424496,home,3,10_10,1,22,ClassGen
0,Fathers,EBV23,0.18557112443599347,home,3,10_10,1,23,ClassGen
1,Female candidates,EBV23,0.20403625598274208,home,3,10_10,1,23,ClassGen
2,Male candidates,EBV23,-0.24448099941337129,home,3,10_10,1,23,ClassGen
3,Male candidates1,EBV23,-0.2998392853336758,home,3,10_10,1,23,ClassGen
4,Mothers,EBV23,0.5178593127671606,home,3,10_10,1,23,ClassGen
0,Fathers,EBV24,0.612483345564936,home,3,10_10,1,24,ClassGen
1,Female candidates,EBV24,0.3922298489925278,home,3,10_10,1,24,ClassGen
2,Male candidates,EBV24,0.796604556368355,home,3,10_10,1,24,ClassGen
3,Male candidates1,EBV24,0.13182400894493804,home,3,10_10,1,24,ClassGen
4,Mothers,EBV24,0.6388776099962911,home,3,10_10,1,24,ClassGen
0,Fathers,EBV25,0.5592333427609024,home,3,10_10,1,25,ClassGen
1,Female candidates,EBV25,0.44144772561932333,home,3,10_10,1,25,ClassGen
2,Male candidates,EBV25,0.6945461229282855,home,3,10_10,1,25,ClassGen
3,Male candidates1,EBV25,0.054207336442668445,home,3,10_10,1,25,ClassGen
4,Mothers,EBV25,0.6497794403915174,home,3,10_10,1,25,ClassGen
0,Fathers,EBV26,0.20520438111235448,home,3,10_10,1,26,ClassGen
1,Female candidates,EBV26,0.4090730363401881,home,3,10_10,1,26,ClassGen
2,Male candidates,EBV26,0.821748378202642,home,3,10_10,1,26,ClassGen
3,Male candidates1,EBV26,0.4104015267200348,home,3,10_10,1,26,ClassGen
4,Mothers,EBV26,0.6295373440208801,home,3,10_10,1,26,ClassGen
0,Fathers,EBV27,0.7619410273307334,home,3,10_10,1,27,ClassGen
1,Female candidates,EBV27,0.34966695652119184,home,3,10_10,1,27,ClassGen
2,Male candidates,EBV27,0.9280049205712522,home,3,10_10,1,27,ClassGen
3,Male candidates1,EBV27,0.29916378908912483,home,3,10_10,1,27,ClassGen
4,Mothers,EBV27,0.5823300743441334,home,3,10_10,1,27,ClassGen
0,Fathers,EBV28,0.8410861764721189,home,3,10_10,1,28,ClassGen
1,Female candidates,EBV28,0.38104677431169776,home,3,10_10,1,28,ClassGen
2,Male candidates,EBV28,0.8534795202072637,home,3,10_10,1,28,ClassGen
3,Male candidates1,EBV28,0.5460480129492095,home,3,10_10,1,28,ClassGen
4,Mothers,EBV28,0.589390007106742,home,3,10_10,1,28,ClassGen
0,Fathers,EBV29,0.8792697501358595,home,3,10_10,1,29,ClassGen
1,Female candidates,EBV29,0.4005975910616689,home,3,10_10,1,29,ClassGen
2,Male candidates,EBV29,0.9888596644519868,home,3,10_10,1,29,ClassGen
3,Male candidates1,EBV29,0.24306877649203126,home,3,10_10,1,29,ClassGen
4,Mothers,EBV29,0.5680962835218358,home,3,10_10,1,29,ClassGen
0,Fathers,EBV30,0.7891219813294827,home,3,10_10,1,30,ClassGen
1,Female candidates,EBV30,0.3424634690246019,home,3,10_10,1,30,ClassGen
2,Male candidates,EBV30,0.9311808644960787,home,3,10_10,1,30,ClassGen
3,Male candidates1,EBV30,0.0745740967121969,home,3,10_10,1,30,ClassGen
4,Mothers,EBV30,0.5579265372883654,home,3,10_10,1,30,ClassGen
0,Fathers,EBV31,0.8833001532350675,home,3,10_10,1,31,ClassGen
1,Female candidates,EBV31,0.3581773223136705,home,3,10_10,1,31,ClassGen
